"","id","Longitude","Latitude","Altitude","VelocityX","VelocityY","VelocityZ","DroneHeading","Battery","Voltage","Current","Date","Method","VelocitySolid","Power","Velocity"
"391",9144,151.229124320608,-33.9317580813499,10,-0.699999988079071,2.90000009536743,0,98.8,56,14754,-10278,"2016-08-29 13:34:04","5 ms final",5,151.641612,2.98328686794311
"399",9152,151.229099794235,-33.931755322278,10.1000003814697,0.800000011920929,-2.90000009536743,0,-79.8,55,14667,-11255,"2016-08-29 13:34:12","5 ms final",5,165.077085,3.00832188640188
"402",9155,151.228945622508,-33.9317257051355,9.89999961853027,1.10000002384186,-4.90000009536743,-0.100000001490116,-78.1,55,14696,-10687,"2016-08-29 13:34:15","5 ms final",5,157.056152,5.02294744023377
"403",9156,151.228892077548,-33.931716581758,10,1.10000002384186,-4.90000009536743,0,-78.2,55,14728,-10186,"2016-08-29 13:34:16","5 ms final",5,150.019408,5.02195191006972
"404",9157,151.228838264425,-33.9317071967046,10,1,-4.90000009536743,0,-78,55,14728,-10186,"2016-08-29 13:34:17","5 ms final",5,150.019408,5.00099999346139
"405",9158,151.228784717874,-33.9316986394758,10,1,-4.90000009536743,0,-78.2,55,14801,-8882,"2016-08-29 13:34:18","5 ms final",5,131.462482,5.00099999346139
"406",9159,151.228731424865,-33.9316900227901,10.1000003814697,1,-4.90000009536743,0,-78.1,55,14812,-8838,"2016-08-29 13:34:19","5 ms final",5,130.908456,5.00099999346139
"407",9160,151.228677924479,-33.931680717094,10.1000003814697,1,-4.90000009536743,0,-78.2,55,14812,-8838,"2016-08-29 13:34:20","5 ms final",5,130.908456,5.00099999346139
"408",9161,151.228624809469,-33.9316715104631,10.1000003814697,1,-4.90000009536743,0.100000001490116,-78.2,55,14798,-8703,"2016-08-29 13:34:21","5 ms final",5,128.786994,5.00199969361243
"409",9162,151.228571932907,-33.9316622948066,10.1000003814697,1,-4.90000009536743,0,-78.5,55,14816,-8739,"2016-08-29 13:34:22","5 ms final",5,129.477024,5.00099999346139
"410",9163,151.228518729686,-33.9316535169775,10.1000003814697,1,-4.90000009536743,0,-78.4,55,14804,-8715,"2016-08-29 13:34:23","5 ms final",5,129.01686,5.00099999346139
"411",9164,151.228465377033,-33.9316450104224,10.1000003814697,1,-4.90000009536743,0,-78.5,55,14768,-9752,"2016-08-29 13:34:24","5 ms final",5,144.017536,5.00099999346139
"412",9165,151.22841206103,-33.9316363365396,10,1,-4.90000009536743,0,-78.4,55,14776,-9094,"2016-08-29 13:34:25","5 ms final",5,134.372944,5.00099999346139
"413",9166,151.228358896021,-33.9316270238882,10,1,-4.90000009536743,0,-78.4,54,14818,-8748,"2016-08-29 13:34:26","5 ms final",5,129.627864,5.00099999346139
"414",9167,151.228305536785,-33.9316176702202,10,1,-4.90000009536743,0,-78.3,54,14796,-8684,"2016-08-29 13:34:27","5 ms final",5,128.488464,5.00099999346139
"415",9168,151.228252402803,-33.931608598643,9.89999961853027,1,-4.90000009536743,0,-78.4,54,14781,-9150,"2016-08-29 13:34:28","5 ms final",5,135.24615,5.00099999346139
"416",9169,151.228199284056,-33.9315999989569,10,0.899999976158142,-4.90000009536743,0,-78.4,54,14782,-9501,"2016-08-29 13:34:29","5 ms final",5,140.443782,4.98196757232376
"417",9170,151.228146428895,-33.9315915613546,10,0.899999976158142,-4.90000009536743,0,-78.3,54,14767,-9519,"2016-08-29 13:34:30","5 ms final",5,140.567073,4.98196757232376
"418",9171,151.228093189625,-33.9315832801546,10,1,-4.90000009536743,0,-78.4,54,14771,-9383,"2016-08-29 13:34:31","5 ms final",5,138.596293,5.00099999346139
"419",9172,151.2280400849,-33.9315747601032,10,1,-4.90000009536743,0,-78.6,54,14778,-9271,"2016-08-29 13:34:32","5 ms final",5,137.006838,5.00099999346139
"420",9173,151.227986641793,-33.9315657493809,9.89999961853027,1,-4.90000009536743,-0.100000001490116,-78.3,54,14749,-9774,"2016-08-29 13:34:33","5 ms final",5,144.156726,5.00199969361243
"421",9174,151.227932840978,-33.9315567886137,9.89999961853027,1,-4.90000009536743,0,-78.5,54,14749,-9774,"2016-08-29 13:34:34","5 ms final",5,144.156726,5.00099999346139
"422",9175,151.227884840866,-33.9315490889603,9.89999961853027,0.899999976158142,-4.90000009536743,0,-78.3,54,14767,-9796,"2016-08-29 13:34:35","5 ms final",5,144.657532,4.98196757232376
"423",9176,151.227826012306,-33.9315396543354,9.89999961853027,1,-4.90000009536743,0,-78.5,54,14759,-9406,"2016-08-29 13:34:36","5 ms final",5,138.823154,5.00099999346139
"424",9177,151.227772697966,-33.931530704916,9.80000019073486,1,-4.90000009536743,0,-78.2,54,14762,-9614,"2016-08-29 13:34:37","5 ms final",5,141.921868,5.00099999346139
"425",9178,151.227719679046,-33.931521126072,9.89999961853027,1,-4.90000009536743,0,-78.4,54,14785,-9240,"2016-08-29 13:34:38","5 ms final",5,136.6134,5.00099999346139
"426",9179,151.227666640557,-33.9315116787543,9.89999961853027,1,-4.90000009536743,0,-78,54,14774,-9321,"2016-08-29 13:34:39","5 ms final",5,137.708454,5.00099999346139
"427",9180,151.227613593127,-33.9315026403286,9.89999961853027,1,-4.90000009536743,0,-78.3,54,14803,-8728,"2016-08-29 13:34:40","5 ms final",5,129.200584,5.00099999346139
"428",9181,151.227560721914,-33.9314936043164,9.89999961853027,0.899999976158142,-4.90000009536743,0,-78.2,54,14759,-9513,"2016-08-29 13:34:41","5 ms final",5,140.402367,4.98196757232376
"429",9182,151.227507702333,-33.9314846171438,10,0.899999976158142,-4.90000009536743,0,-78.4,54,14745,-9608,"2016-08-29 13:34:42","5 ms final",5,141.66996,4.98196757232376
"430",9183,151.227454574547,-33.9314759700368,9.89999961853027,0.899999976158142,-4.90000009536743,0,-78.4,53,14759,-9655,"2016-08-29 13:34:43","5 ms final",5,142.498145,4.98196757232376
"432",9185,151.227349240682,-33.9314571300072,9.89999961853027,1,-4.90000009536743,0,-78.5,53,14738,-9751,"2016-08-29 13:34:45","5 ms final",5,143.710238,5.00099999346139
"433",9186,151.227295702355,-33.9314487380136,9.89999961853027,0.899999976158142,-4.90000009536743,0,-78.4,53,14734,-9608,"2016-08-29 13:34:46","5 ms final",5,141.564272,4.98196757232376
"434",9187,151.22724241173,-33.9314404948195,9.80000019073486,0.899999976158142,-4.90000009536743,0,-78.4,53,14734,-9608,"2016-08-29 13:34:47","5 ms final",5,141.564272,4.98196757232376
"435",9188,151.227189229943,-33.9314313784194,9.89999961853027,1,-4.90000009536743,0,-78.4,53,14750,-9485,"2016-08-29 13:34:48","5 ms final",5,139.90375,5.00099999346139
"438",9191,151.227030383757,-33.9314045337991,9.89999961853027,1,-4.90000009536743,0,-78.8,53,14776,-8886,"2016-08-29 13:34:51","5 ms final",5,131.299536,5.00099999346139
"439",9192,151.226976711673,-33.931396521593,9.89999961853027,0.800000011920929,-4.90000009536743,0,-77.7,53,14764,-8915,"2016-08-29 13:34:52","5 ms final",5,131.62106,4.96487673096466
"440",9193,151.226923217469,-33.9313882665456,9.89999961853027,1,-4.90000009536743,0,-78.7,53,14786,-8844,"2016-08-29 13:34:53","5 ms final",5,130.767384,5.00099999346139
"459",9212,151.226712141654,-33.9313501534822,8.80000019073486,0,0,-3,-72.9,49,14528,-15748,"2016-08-29 13:36:15","6 ms final",6,228.786944,3
"471",9224,151.226991504415,-33.9313918823581,10.1000003814697,-1.20000004768372,5.90000009536743,0,96,49,14706,-9749,"2016-08-29 13:36:27","6 ms final",6,143.368794,6.02079739235399
"474",9227,151.227185747882,-33.9314230822093,10.1999998092651,-1.10000002384186,5.90000009536743,0,96.2,48,14730,-9353,"2016-08-29 13:36:30","6 ms final",6,137.76969,6.00166653337119
"476",9229,151.227314578548,-33.9314433567358,10.1000003814697,-1,5.90000009536743,0,96.5,48,14708,-9290,"2016-08-29 13:36:32","6 ms final",6,136.63732,5.9841458141773
"477",9230,151.227379297189,-33.9314528579374,10.1000003814697,-1,5.90000009536743,0,96.6,48,14709,-9300,"2016-08-29 13:36:33","6 ms final",6,136.7937,5.9841458141773
"478",9231,151.227444167648,-33.9314625066635,10.1000003814697,-1,5.90000009536743,0.100000001490116,96.8,48,14698,-9325,"2016-08-29 13:36:34","6 ms final",6,137.05885,5.9849812970162
"479",9232,151.227508921781,-33.9314722084629,10,-1,5.90000009536743,0,96.8,48,14698,-9325,"2016-08-29 13:36:35","6 ms final",6,137.05885,5.9841458141773
"480",9233,151.22757327557,-33.9314818087132,10,-1,5.90000009536743,0,96.8,48,14689,-9580,"2016-08-29 13:36:36","6 ms final",6,140.72062,5.9841458141773
"481",9234,151.227637619257,-33.9314913598339,10.1000003814697,-1,5.90000009536743,0,96.7,48,14678,-9774,"2016-08-29 13:36:37","6 ms final",6,143.462772,5.9841458141773
"485",9238,151.227892675019,-33.9315284866808,10,-0.899999976158142,5.90000009536743,0,96.8,48,14656,-9915,"2016-08-29 13:36:41","6 ms final",6,145.31424,5.96824941523227
"486",9239,151.227956749251,-33.931537536449,10,-1,5.90000009536743,0,96.3,48,14671,-9771,"2016-08-29 13:36:42","6 ms final",6,143.350341,5.9841458141773
"487",9240,151.228020126837,-33.931547372872,10,-1,5.90000009536743,0,96.7,48,14669,-9890,"2016-08-29 13:36:43","6 ms final",6,145.07641,5.9841458141773
"488",9241,151.228084273375,-33.9315566649357,9.89999961853027,-1,5.90000009536743,0,96.4,48,14676,-9656,"2016-08-29 13:36:44","6 ms final",6,141.711456,5.9841458141773
"489",9242,151.22814782094,-33.9315658486995,9.89999961853027,-1,5.90000009536743,0,96.9,48,14657,-9788,"2016-08-29 13:36:45","6 ms final",6,143.462716,5.9841458141773
"490",9243,151.228212026207,-33.9315759392568,10,-1.10000002384186,5.90000009536743,0,96.3,48,14682,-9619,"2016-08-29 13:36:46","6 ms final",6,141.226158,6.00166653337119
"491",9244,151.228276358363,-33.931586007043,9.89999961853027,-1,5.90000009536743,0,96.6,48,14662,-9869,"2016-08-29 13:36:47","6 ms final",6,144.699278,5.9841458141773
"492",9245,151.22834058372,-33.9315957928593,9.89999961853027,-1,5.90000009536743,0,96.5,48,14651,-9936,"2016-08-29 13:36:48","6 ms final",6,145.572336,5.9841458141773
"493",9246,151.228404461126,-33.93160508666,9.89999961853027,-0.800000011920929,5.90000009536743,-0.100000001490116,96.5,48,14651,-9936,"2016-08-29 13:36:49","6 ms final",6,145.572336,5.95483006849962
"494",9247,151.228467708915,-33.9316136471345,9.89999961853027,-1,5.90000009536743,0,96.8,48,14670,-9633,"2016-08-29 13:36:50","6 ms final",6,141.31611,5.9841458141773
"495",9248,151.22853210119,-33.9316237597472,9.89999961853027,-1,5.90000009536743,0,96.3,48,14679,-9479,"2016-08-29 13:36:51","6 ms final",6,139.142241,5.9841458141773
"496",9249,151.228596440899,-33.9316335491053,9.89999961853027,-0.899999976158142,5.90000009536743,0,96.6,47,14647,-10072,"2016-08-29 13:36:52","6 ms final",6,147.524584,5.96824941523227
"497",9250,151.228660781842,-33.9316423790106,9.89999961853027,-1,5.90000009536743,0,97,47,14655,-9844,"2016-08-29 13:36:53","6 ms final",6,144.26382,5.9841458141773
"499",9252,151.228788013409,-33.9316616766394,9.89999961853027,-1,5.90000009536743,0,97,47,14638,-10207,"2016-08-29 13:36:55","6 ms final",6,149.410066,5.9841458141773
"500",9253,151.228851826457,-33.9316711674254,9.89999961853027,-1,5.90000009536743,0,97,47,14623,-10319,"2016-08-29 13:36:56","6 ms final",6,150.894737,5.9841458141773
"501",9254,151.22891572624,-33.9316806106221,9.89999961853027,-1,5.90000009536743,0,97.2,47,14627,-10218,"2016-08-29 13:36:57","6 ms final",6,149.458686,5.9841458141773
"503",9256,151.229042965701,-33.9316998992496,9.80000019073486,-1,5.90000009536743,0,96.8,47,14606,-10653,"2016-08-29 13:36:59","6 ms final",6,155.597718,5.9841458141773
"514",9267,151.229020180038,-33.9316952608586,10.1000003814697,1.39999997615814,-5.80000019073486,0,-82,47,14554,-11536,"2016-08-29 13:37:10","6 ms final",6,167.894944,5.96657373588622
"516",9269,151.228888505699,-33.9316730915871,10.1000003814697,1.20000004768372,-5.90000009536743,0.100000001490116,-79.1,46,14621,-9627,"2016-08-29 13:37:12","6 ms final",6,140.756367,6.02162778989823
"517",9270,151.228824764285,-33.9316633731825,10.1000003814697,1.20000004768372,-5.90000009536743,0,-79.2,46,14625,-9560,"2016-08-29 13:37:13","6 ms final",6,139.815,6.02079739235399
"518",9271,151.228760885279,-33.9316532170274,10.1000003814697,1.10000002384186,-5.90000009536743,0,-79.2,46,14618,-9721,"2016-08-29 13:37:14","6 ms final",6,142.101578,6.00166653337119
"519",9272,151.228696554954,-33.9316431709418,10.1000003814697,1.10000002384186,-5.90000009536743,0,-79.6,46,14600,-10016,"2016-08-29 13:37:15","6 ms final",6,146.2336,6.00166653337119
"520",9273,151.22863228823,-33.9316327516776,10.1000003814697,1.10000002384186,-5.90000009536743,0,-79.3,46,14600,-10016,"2016-08-29 13:37:16","6 ms final",6,146.2336,6.00166653337119
"521",9274,151.228568071138,-33.9316232236118,10.1000003814697,1,-5.90000009536743,0,-79.2,46,14608,-9976,"2016-08-29 13:37:17","6 ms final",6,145.729408,5.9841458141773
"523",9276,151.228438810444,-33.9316054128144,10.1000003814697,1,-5.90000009536743,0.100000001490116,-79.5,46,14616,-9825,"2016-08-29 13:37:19","6 ms final",6,143.6022,5.9849812970162
"524",9277,151.228374889577,-33.9315955200446,10.1000003814697,1.10000002384186,-5.90000009536743,0,-79.5,46,14662,-8872,"2016-08-29 13:37:20","6 ms final",6,130.081264,6.00166653337119
"525",9278,151.228310648757,-33.931585492619,10.1000003814697,1.10000002384186,-5.90000009536743,0,-79.6,46,14635,-9255,"2016-08-29 13:37:21","6 ms final",6,135.446925,6.00166653337119
"526",9279,151.228246660844,-33.9315753477934,10.1000003814697,1,-5.90000009536743,0,-79.2,46,14667,-9277,"2016-08-29 13:37:22","6 ms final",6,136.065759,5.9841458141773
"527",9280,151.228182814632,-33.9315657988769,10.1000003814697,1,-5.90000009536743,0,-79.8,46,14659,-8622,"2016-08-29 13:37:23","6 ms final",6,126.389898,5.9841458141773
"528",9281,151.22811932097,-33.9315556806027,10.1000003814697,0.899999976158142,-5.90000009536743,0,-79.2,46,14698,-8134,"2016-08-29 13:37:24","6 ms final",6,119.553532,5.96824941523227
"529",9282,151.228055183363,-33.9315465781371,10.1000003814697,0.899999976158142,-5.90000009536743,0.100000001490116,-79.9,46,14696,-8524,"2016-08-29 13:37:25","6 ms final",6,125.268704,5.96908712306315
"530",9283,151.227991106044,-33.9315377550494,10.1000003814697,0.899999976158142,-5.90000009536743,0,-79.4,46,14696,-8184,"2016-08-29 13:37:26","6 ms final",6,120.272064,5.96824941523227
"531",9284,151.227926842605,-33.9315293306658,10.1000003814697,0.899999976158142,-5.90000009536743,0,-79.7,46,14670,-8825,"2016-08-29 13:37:27","6 ms final",6,129.46275,5.96824941523227
"532",9285,151.227863257787,-33.9315192453982,10,1.10000002384186,-5.90000009536743,0,-79.8,46,14687,-8226,"2016-08-29 13:37:28","6 ms final",6,120.815262,6.00166653337119
"533",9286,151.22779948882,-33.9315094619931,10,1,-5.90000009536743,0.100000001490116,-79.4,46,14687,-8226,"2016-08-29 13:37:29","6 ms final",6,120.815262,5.9849812970162
"535",9288,151.227671953044,-33.9314901119316,10,1.10000002384186,-5.90000009536743,0,-80.1,45,14670,-9088,"2016-08-29 13:37:31","6 ms final",6,133.32096,6.00166653337119
"536",9289,151.227607386799,-33.931479960276,10,1.10000002384186,-5.90000009536743,0,-80.3,45,14643,-9161,"2016-08-29 13:37:32","6 ms final",6,134.144523,6.00166653337119
"537",9290,151.227543197373,-33.9314697089883,10,1.10000002384186,-5.90000009536743,0,-79.8,45,14677,-8790,"2016-08-29 13:37:33","6 ms final",6,129.01083,6.00166653337119
"538",9291,151.227479323902,-33.931460064016,10,0.899999976158142,-5.90000009536743,0,-79.3,45,14671,-8720,"2016-08-29 13:37:34","6 ms final",6,127.93112,5.96824941523227
"539",9292,151.22741530331,-33.9314510296321,9.89999961853027,1,-5.90000009536743,0,-80,45,14648,-9182,"2016-08-29 13:37:35","6 ms final",6,134.497936,5.9841458141773
"540",9293,151.227350958935,-33.9314411374088,10,1,-5.90000009536743,0,-79.4,45,14633,-9594,"2016-08-29 13:37:36","6 ms final",6,140.389002,5.9841458141773
"543",9296,151.22716001779,-33.9314115527962,10,1,-5.90000009536743,0,-79.8,45,14631,-9241,"2016-08-29 13:37:39","6 ms final",6,135.205071,5.9841458141773
"544",9297,151.227095825794,-33.9314022658177,10,0.899999976158142,-5.90000009536743,0,-79.1,45,14662,-8985,"2016-08-29 13:37:40","6 ms final",6,131.73807,5.96824941523227
"545",9298,151.227031898506,-33.9313935051657,10,1,-5.90000009536743,0.100000001490116,-79.2,45,14670,-8947,"2016-08-29 13:37:41","6 ms final",6,131.25249,5.9849812970162
"546",9299,151.226967808804,-33.9313841622972,10,1,-5.90000009536743,0,-79.3,45,14670,-8947,"2016-08-29 13:37:42","6 ms final",6,131.25249,5.9841458141773
"547",9300,151.226903545254,-33.9313746358955,10,1.10000002384186,-5.90000009536743,0,-79.8,45,14655,-8881,"2016-08-29 13:37:43","6 ms final",6,130.151055,6.00166653337119
"580",9333,151.226998123944,-33.9313859444482,10.1999998092651,-1.39999997615814,6.90000009536743,0,99.9,40,14496,-11642,"2016-08-29 13:39:25","7 ms final",7,168.762432,7.04059665435489
"581",9334,151.227072675361,-33.931397898511,10.1999998092651,-1.39999997615814,6.90000009536743,0,100.2,40,14527,-11071,"2016-08-29 13:39:26","7 ms final",7,160.828417,7.04059665435489
"584",9337,151.22729884351,-33.9314357132177,10.3000001907349,-1.29999995231628,6.90000009536743,0,100.2,40,14564,-9936,"2016-08-29 13:39:29","7 ms final",7,144.707904,7.0213959575068
"585",9338,151.227373929333,-33.93144702065,10.3000001907349,-1.29999995231628,6.90000009536743,0.100000001490116,100.3,40,14577,-9609,"2016-08-29 13:39:30","7 ms final",7,140.070393,7.02210803052694
"586",9339,151.22744896597,-33.9314588481339,10.3000001907349,-1.29999995231628,6.90000009536743,0.100000001490116,100.2,40,14581,-9454,"2016-08-29 13:39:31","7 ms final",7,137.848774,7.02210803052694
"587",9340,151.227524014876,-33.9314712527379,10.3000001907349,-1.39999997615814,6.90000009536743,0.100000001490116,100.1,40,14581,-9454,"2016-08-29 13:39:32","7 ms final",7,137.848774,7.04130678564791
"588",9341,151.227598849256,-33.9314838038228,10.3000001907349,-1.39999997615814,6.90000009536743,0,100,40,14603,-9338,"2016-08-29 13:39:33","7 ms final",7,136.362814,7.04059665435489
"589",9342,151.227673756208,-33.931496257988,10.1999998092651,-1.29999995231628,6.90000009536743,0,100.1,40,14565,-9917,"2016-08-29 13:39:34","7 ms final",7,144.441105,7.0213959575068
"590",9343,151.227748508781,-33.9315083929802,10.1999998092651,-1.29999995231628,6.90000009536743,0,100.1,40,14553,-9921,"2016-08-29 13:39:35","7 ms final",7,144.380313,7.0213959575068
"591",9344,151.227823261904,-33.9315202493749,10.1999998092651,-1.29999995231628,6.90000009536743,0,100.2,40,14567,-9613,"2016-08-29 13:39:36","7 ms final",7,140.032571,7.0213959575068
"592",9345,151.227897823831,-33.9315327667376,10.1999998092651,-1.39999997615814,6.80000019073486,0,99.9,40,14566,-9586,"2016-08-29 13:39:37","7 ms final",7,139.629676,6.94262216509273
"593",9346,151.227972140809,-33.9315461163177,10.1999998092651,-1.39999997615814,6.80000019073486,0.100000001490116,99.3,40,14567,-9549,"2016-08-29 13:39:38","7 ms final",7,139.100283,6.94334231674739
"595",9348,151.228120633785,-33.9315710295543,10.1000003814697,-1.29999995231628,6.90000009536743,0,100.5,40,14581,-9437,"2016-08-29 13:39:40","7 ms final",7,137.600897,7.0213959575068
"596",9349,151.228195418142,-33.9315834292482,10,-1.39999997615814,6.90000009536743,0,99.7,40,14605,-8905,"2016-08-29 13:39:41","7 ms final",7,130.057525,7.04059665435489
"597",9350,151.228270182105,-33.931596037463,10.1000003814697,-1.29999995231628,6.90000009536743,0,100.1,40,14585,-9065,"2016-08-29 13:39:42","7 ms final",7,132.213025,7.0213959575068
"603",9356,151.228715870853,-33.9316682573364,9.89999961853027,-1.20000004768372,6.90000009536743,0,100.6,38,14565,-9322,"2016-08-29 13:39:48","7 ms final",7,135.77493,7.00357062008455
"604",9357,151.228790271151,-33.9316794981016,9.89999961853027,-1.20000004768372,6.90000009536743,0,100.3,38,14568,-9172,"2016-08-29 13:39:49","7 ms final",7,133.617696,7.00357062008455
"607",9360,151.229013132073,-33.9317153637671,9.89999961853027,-1.29999995231628,6.90000009536743,0,99.9,38,14559,-9606,"2016-08-29 13:39:52","7 ms final",7,139.853754,7.0213959575068
"620",9373,151.228884807583,-33.9316895469067,10,1.39999997615814,-6.80000019073486,0,-77.6,37,14430,-11618,"2016-08-29 13:40:05","7 ms final",7,167.64774,6.94262216509273
"621",9374,151.228809606291,-33.9316778506793,10,1.39999997615814,-6.90000009536743,0,-77.8,37,14446,-11398,"2016-08-29 13:40:06","7 ms final",7,164.655508,7.04059665435489
"622",9375,151.228735339706,-33.9316654854483,10.1000003814697,1.39999997615814,-6.80000019073486,0,-77.9,37,14538,-9187,"2016-08-29 13:40:07","7 ms final",7,133.560606,6.94262216509273
"623",9376,151.228661056361,-33.931653342531,10.1000003814697,1.29999995231628,-6.90000009536743,0,-78,37,14553,-8996,"2016-08-29 13:40:08","7 ms final",7,130.918788,7.0213959575068
"624",9377,151.228585877448,-33.9316407361834,10.1000003814697,1.5,-6.90000009536743,0.100000001490116,-78.2,37,14562,-9040,"2016-08-29 13:40:09","7 ms final",7,131.64048,7.06186953408009
"625",9378,151.228510958003,-33.9316276842648,10,1.39999997615814,-6.90000009536743,0,-78.4,37,14548,-9144,"2016-08-29 13:40:10","7 ms final",7,133.026912,7.04059665435489
"626",9379,151.228436066811,-33.9316150143908,10.1000003814697,1.39999997615814,-6.90000009536743,0,-78.2,37,14567,-8698,"2016-08-29 13:40:11","7 ms final",7,126.703766,7.04059665435489
"627",9380,151.228360702185,-33.9316020527801,10.1000003814697,1.29999995231628,-6.90000009536743,0,-78,37,14567,-8698,"2016-08-29 13:40:12","7 ms final",7,126.703766,7.0213959575068
"629",9382,151.228211070836,-33.9315769825767,10,1.39999997615814,-6.90000009536743,0,-78.1,37,14582,-8715,"2016-08-29 13:40:14","7 ms final",7,127.08213,7.04059665435489
"631",9384,151.228061860243,-33.9315524983309,10.1000003814697,1.29999995231628,-6.90000009536743,0.100000001490116,-78.3,37,14589,-8335,"2016-08-29 13:40:16","7 ms final",7,121.599315,7.02210803052694
"634",9387,151.22783845449,-33.931515011903,10,1.39999997615814,-6.80000019073486,0,-78.4,37,14578,-8509,"2016-08-29 13:40:19","7 ms final",7,124.044202,6.94262216509273
"635",9388,151.227764346715,-33.9315017621143,10,1.29999995231628,-6.90000009536743,0,-77.6,37,14542,-9322,"2016-08-29 13:40:20","7 ms final",7,135.560524,7.0213959575068
"636",9389,151.227689631827,-33.9314894394982,10,1.29999995231628,-6.90000009536743,0,-77.9,37,14552,-9316,"2016-08-29 13:40:21","7 ms final",7,135.566432,7.0213959575068
"637",9390,151.227615019872,-33.9314771629946,10,1.29999995231628,-6.90000009536743,0,-78,37,14571,-8350,"2016-08-29 13:40:22","7 ms final",7,121.66785,7.0213959575068
"639",9392,151.227466853674,-33.9314510787904,10,1.39999997615814,-6.80000019073486,0,-79.3,36,14566,-8959,"2016-08-29 13:40:24","7 ms final",7,130.496794,6.94262216509273
"640",9393,151.227393577064,-33.9314383913683,10.1000003814697,1.39999997615814,-6.80000019073486,0.100000001490116,-79.2,36,14541,-9296,"2016-08-29 13:40:25","7 ms final",7,135.173136,6.94334231674739
"643",9396,151.227171532184,-33.931400069214,9.89999961853027,1.29999995231628,-6.90000009536743,0,-78.3,36,14498,-10080,"2016-08-29 13:40:28","7 ms final",7,146.13984,7.0213959575068
"644",9397,151.227096824108,-33.9313875556671,9.89999961853027,1.29999995231628,-6.90000009536743,0,-78.6,36,14541,-9282,"2016-08-29 13:40:29","7 ms final",7,134.969562,7.0213959575068
"645",9398,151.227021786336,-33.9313747256977,9.89999961853027,1.29999995231628,-6.90000009536743,0,-78.4,36,14571,-8427,"2016-08-29 13:40:30","7 ms final",7,122.789817,7.0213959575068
"646",9399,151.226947694491,-33.9313625615855,9.89999961853027,1.29999995231628,-6.90000009536743,0,-78.3,36,14566,-8692,"2016-08-29 13:40:31","7 ms final",7,126.607672,7.0213959575068
"664",9417,151.226676364019,-33.9313103716802,3.79999995231628,0,0,-3,-72.4,32,14569,-11423,"2016-08-29 13:42:00","8 ms final",8,166.421687,3
"665",9418,151.226676554333,-33.9313094147777,7,0,0,-3,-72.9,32,14588,-12188,"2016-08-29 13:42:01","8 ms final",8,177.798544,3
"678",9431,151.227049775383,-33.9313623931265,9.89999961853027,-1.29999995231628,7.90000009536743,0,98.2,32,14420,-11363,"2016-08-29 13:42:14","8 ms final",8,163.85446,8.00624764685853
"679",9432,151.227135406737,-33.9313736319377,9.89999961853027,-1.29999995231628,7.90000009536743,-0.100000001490116,98.7,32,14411,-11471,"2016-08-29 13:42:15","8 ms final",8,165.308581,8.00687213480556
"680",9433,151.227221146514,-33.9313855757458,10.1000003814697,-1.39999997615814,7.80000019073486,0,99.5,32,14518,-9150,"2016-08-29 13:42:16","8 ms final",8,132.8397,7.92464528598641
