"","id","Longitude","Latitude","Altitude","VelocityX","VelocityY","VelocityZ","DroneHeading","Battery","Voltage","Current","Date","Method","VelocitySolid","Power","Velocity"
"27",520,151.227572666141,-33.9315626294936,10.5,-0.400000005960464,3,0,98.2,91,15624,-10819,"2016-08-23 14:00:06","3ms loop long",3,169.036056,3.02654919087207
"48",541,151.228251059332,-33.9316421278782,10.5,-0.699999988079071,2.90000009536743,-0.100000001490116,97.2,90,15576,-10227,"2016-08-23 14:00:27","3ms loop long",3,159.295752,2.98496240122716
"51",544,151.228338990009,-33.9316556051447,10.3000001907349,-0.200000002980232,3,0,95.2,90,15771,-7575,"2016-08-23 14:00:30","3ms loop long",3,119.465325,3.00665927587282
"52",545,151.228371328041,-33.9316574296104,10.3999996185303,-0.300000011920929,3,0.100000001490116,95.1,90,15709,-8919,"2016-08-23 14:00:31","3ms loop long",3,140.108571,3.01662062703459
"58",551,151.228570065065,-33.9316861078703,10.3999996185303,-0.200000002980232,3,0.100000001490116,95.4,90,15493,-11159,"2016-08-23 14:00:37","3ms loop long",3,172.886387,3.00832179154593
"65",558,151.228792679335,-33.9317169484292,9.89999961853027,-0.300000011920929,3,-0.100000001490116,96.6,89,15652,-9251,"2016-08-23 14:00:44","3ms loop long",3,144.796652,3.01662062703459
"68",561,151.228889432038,-33.9317257778645,9.89999961853027,-0.400000005960464,3,0,96.1,89,15687,-9207,"2016-08-23 14:00:47","3ms loop long",3,144.430209,3.02654919087207
"82",575,151.229063885751,-33.9317500546077,9.60000038146973,0.800000011920929,-2.90000009536743,-0.100000001490116,-81.7,88,15554,-10456,"2016-08-23 14:01:01","3ms loop long",3,162.632624,3.00998348375911
"83",576,151.229029526983,-33.9317443823929,9.60000038146973,0.699999988079071,-2.90000009536743,-0.200000002980232,-81,88,15454,-11594,"2016-08-23 14:01:02","3ms loop long",3,179.173676,2.98998336745105
"87",580,151.22890428261,-33.9317225309158,9.60000038146973,0.699999988079071,-2.90000009536743,-0.200000002980232,-79.6,88,15565,-9467,"2016-08-23 14:01:06","3ms loop long",3,147.353855,2.98998336745105
"94",587,151.228684412234,-33.9316924515898,9.69999980926514,0.400000005960464,-3,0,-79.2,88,15680,-7958,"2016-08-23 14:01:13","3ms loop long",3,124.78144,3.02654919087207
"102",595,151.228427140244,-33.9316583188229,9.69999980926514,0.400000005960464,-3,-0.100000001490116,-80.2,87,15573,-9708,"2016-08-23 14:01:21","3ms loop long",3,151.182684,3.02820078678188
"118",611,151.227912384022,-33.9315893942959,10,0.300000011920929,-3,0,-80.3,87,15490,-10235,"2016-08-23 14:01:37","3ms loop long",3,158.54015,3.01496268752244
"122",615,151.227782478893,-33.9315684049496,10.1000003814697,0.400000005960464,-3,0,-81.1,86,15630,-8527,"2016-08-23 14:01:41","3ms loop long",3,133.27701,3.02654919087207
"123",616,151.227749659348,-33.9315632266842,10.1000003814697,0.400000005960464,-3,0,-80.2,86,15719,-7299,"2016-08-23 14:01:42","3ms loop long",3,114.732981,3.02654919087207
"124",617,151.22771739862,-33.931558690847,10.1000003814697,0.400000005960464,-3,0.100000001490116,-79.6,86,15726,-7489,"2016-08-23 14:01:43","3ms loop long",3,117.772014,3.02820078678188
"125",618,151.227684318385,-33.9315538014277,10.1999998092651,0.400000005960464,-3,0.100000001490116,-79.7,86,15650,-8450,"2016-08-23 14:01:44","3ms loop long",3,132.2425,3.02820078678188
"133",626,151.227637725161,-33.9315427915448,9.80000019073486,-0.800000011920929,2.90000009536743,-0.100000001490116,100.4,86,15284,-12859,"2016-08-23 14:01:52","3ms loop long",3,196.536956,3.00998348375911
"134",627,151.227669298279,-33.9315473884212,9.89999961853027,-0.699999988079071,2.90000009536743,0,99.5,85,15425,-11078,"2016-08-23 14:01:53","3ms loop long",3,170.87815,2.98328686794311
"137",630,151.227769031123,-33.9315639886579,10.3000001907349,-0.699999988079071,2.90000009536743,0.100000001490116,99.4,85,15406,-11389,"2016-08-23 14:01:56","3ms loop long",3,175.458934,2.98496240122716
"139",632,151.22783345772,-33.9315777096981,10.3000001907349,-0.699999988079071,2.90000009536743,0.100000001490116,100.2,85,15463,-10356,"2016-08-23 14:01:58","3ms loop long",3,160.134828,2.98496240122716
"146",639,151.228056061732,-33.9316093845819,10.1000003814697,-0.300000011920929,3,0,99.5,85,15513,-9619,"2016-08-23 14:02:05","3ms loop long",3,149.219547,3.01496268752244
"150",643,151.228184396037,-33.9316256660387,10.1999998092651,-0.400000005960464,3,0,99.3,85,15430,-10746,"2016-08-23 14:02:09","3ms loop long",3,165.81078,3.02654919087207
"161",654,151.228538727525,-33.9316775799496,10,-0.400000005960464,3,0,99.2,84,15471,-9942,"2016-08-23 14:02:20","3ms loop long",3,153.812682,3.02654919087207
"164",657,151.228632781754,-33.9316899711745,9.89999961853027,-0.400000005960464,3,0,99.2,84,15495,-9496,"2016-08-23 14:02:23","3ms loop long",3,147.14052,3.02654919087207
"165",658,151.228666117537,-33.9316942084248,9.89999961853027,-0.400000005960464,3,0,99.5,84,15515,-9130,"2016-08-23 14:02:24","3ms loop long",3,141.65195,3.02654919087207
"169",662,151.228794517664,-33.9317108333959,10.1000003814697,-0.300000011920929,3,0,99.3,83,15505,-9372,"2016-08-23 14:02:28","3ms loop long",3,145.31286,3.01496268752244
"184",677,151.229037953414,-33.9317448975389,10,0.699999988079071,-2.90000009536743,0,-82.3,83,15410,-10572,"2016-08-23 14:02:43","3ms loop long",3,162.91452,2.98328686794311
"186",679,151.228975267366,-33.9317358474914,9.69999980926514,0.699999988079071,-2.90000009536743,-0.100000001490116,-79.5,82,15418,-10302,"2016-08-23 14:02:45","3ms loop long",3,158.836236,2.98496240122716
"201",694,151.228492491816,-33.9316665368757,9.80000019073486,0.400000005960464,-3,-0.100000001490116,-80,81,15385,-10136,"2016-08-23 14:03:00","3ms loop long",3,155.94236,3.02820078678188
"207",700,151.22829902152,-33.9316418593954,9.80000019073486,0.400000005960464,-3,0,-80.1,81,15447,-9092,"2016-08-23 14:03:06","3ms loop long",3,140.444124,3.02654919087207
"219",712,151.22791450201,-33.931588806656,9.89999961853027,0.400000005960464,-3,0,-80.2,80,15386,-9756,"2016-08-23 14:03:18","3ms loop long",3,150.105816,3.02654919087207
"222",715,151.227816804978,-33.9315732378533,9.80000019073486,0.699999988079071,-2.90000009536743,-0.100000001490116,-78.7,80,15386,-9953,"2016-08-23 14:03:21","3ms loop long",3,153.136858,2.98496240122716
"236",729,151.227705703033,-33.9315547547669,10.1000003814697,-0.699999988079071,2.90000009536743,0,98.8,78,15363,-10546,"2016-08-23 14:03:35","3ms loop long",3,162.018198,2.98328686794311
"239",732,151.227798888836,-33.9315700411425,10.3000001907349,-0.699999988079071,2.90000009536743,0.200000002980232,98.6,78,15372,-9619,"2016-08-23 14:03:38","3ms loop long",3,147.863268,2.98998336745105
"247",740,151.228059396985,-33.9316079324233,10.1999998092651,-0.400000005960464,3,0.100000001490116,98.7,77,15394,-9347,"2016-08-23 14:03:46","3ms loop long",3,143.887718,3.02820078678188
"255",748,151.228316346399,-33.9316479712327,10,-0.400000005960464,3,0.100000001490116,100.1,77,15380,-9065,"2016-08-23 14:03:54","3ms loop long",3,139.4197,3.02820078678188
"256",749,151.228348435209,-33.9316524657757,10.1000003814697,-0.400000005960464,3,0,98.9,77,15355,-9605,"2016-08-23 14:03:55","3ms loop long",3,147.484775,3.02654919087207
"260",753,151.228474331379,-33.931667752496,10.1000003814697,-0.200000002980232,3,0,98,77,15375,-9389,"2016-08-23 14:03:59","3ms loop long",3,144.355875,3.00665927587282
"265",758,151.228635245378,-33.9316900765144,10,-0.400000005960464,3,0,100.2,76,15356,-9304,"2016-08-23 14:04:04","3ms loop long",3,142.872224,3.02654919087207
"266",759,151.228667858061,-33.9316938473393,10,-0.300000011920929,3,0,99.4,76,15375,-9050,"2016-08-23 14:04:05","3ms loop long",3,139.14375,3.01496268752244
"268",761,151.228730760641,-33.9317012189531,10.1000003814697,-0.400000005960464,3,0,99.6,76,15380,-8995,"2016-08-23 14:04:07","3ms loop long",3,138.3431,3.02654919087207
"270",763,151.228796419885,-33.9317078817273,10,-0.400000005960464,3,0,99.3,76,15361,-9153,"2016-08-23 14:04:09","3ms loop long",3,140.599233,3.02654919087207
"294",787,151.228750122979,-33.9317011260544,9.80000019073486,0.400000005960464,-3,0,-80.7,75,15269,-10228,"2016-08-23 14:04:33","3ms loop long",3,156.171332,3.02654919087207
"296",789,151.228686015573,-33.9316952351857,9.69999980926514,0.400000005960464,-3,0,-80.1,74,15259,-10143,"2016-08-23 14:04:35","3ms loop long",3,154.772037,3.02654919087207
"320",813,151.227914514359,-33.9315857104127,9.60000038146973,0.300000011920929,-3,-0.100000001490116,-79.9,73,15228,-10308,"2016-08-23 14:04:59","3ms loop long",3,156.970224,3.01662062703459
"325",818,151.227750130662,-33.9315638659328,10,0.400000005960464,-3,0,-80.8,73,15258,-9302,"2016-08-23 14:05:04","3ms loop long",3,141.929916,3.02654919087207
"337",830,151.227715311013,-33.9315559354937,10.3000001907349,-0.699999988079071,2.90000009536743,0.100000001490116,99.9,72,15153,-10628,"2016-08-23 14:05:16","3ms loop long",3,161.046084,2.98496240122716
"340",833,151.227808189844,-33.9315724050538,10.3000001907349,-0.800000011920929,2.90000009536743,0.100000001490116,99.4,72,15209,-9598,"2016-08-23 14:05:19","3ms loop long",3,145.975982,3.00998348375911
"348",841,151.228065397522,-33.9316118638292,10.1999998092651,-0.200000002980232,3,0,99.5,71,15116,-10963,"2016-08-23 14:05:27","3ms loop long",3,165.716708,3.00665927587282
"349",842,151.228098032301,-33.9316140093011,10.1000003814697,-0.200000002980232,3,0.100000001490116,99.1,71,15121,-10846,"2016-08-23 14:05:28","3ms loop long",3,164.002366,3.00832179154593
"363",856,151.228544771881,-33.9316776541235,10.1000003814697,-0.400000005960464,3,0,98.8,70,15161,-9672,"2016-08-23 14:05:42","3ms loop long",3,146.637192,3.02654919087207
"367",860,151.228675094226,-33.9316950969835,10.1000003814697,-0.200000002980232,3,0.100000001490116,99.1,70,15156,-9842,"2016-08-23 14:05:46","3ms loop long",3,149.165352,3.00832179154593
"369",862,151.228741310662,-33.9317030818213,10.1000003814697,-0.400000005960464,3,0.100000001490116,99,70,15080,-11310,"2016-08-23 14:05:48","3ms loop long",3,170.5548,3.02820078678188
"370",863,151.228774317011,-33.9317078110353,10.1000003814697,-0.400000005960464,3,0,99.6,70,15057,-11709,"2016-08-23 14:05:49","3ms loop long",3,176.302413,3.02654919087207
"377",870,151.228995297145,-33.9317384575156,10,-0.300000011920929,3,0,98.1,69,15148,-9602,"2016-08-23 14:05:56","3ms loop long",3,145.451096,3.01496268752244
"389",882,151.228929235472,-33.9317296382629,9.80000019073486,0.800000011920929,-2.90000009536743,0,-79.6,69,15075,-10614,"2016-08-23 14:06:08","3ms loop long",3,160.00605,3.00832188640188
"417",910,151.22803706364,-33.9316033444272,9.80000019073486,0.400000005960464,-3,0,-79.6,67,15054,-10237,"2016-08-23 14:06:36","3ms loop long",3,154.107798,3.02654919087207
"420",913,151.227943554438,-33.9315914605581,10,0.400000005960464,-3,0,-79.9,67,15071,-10322,"2016-08-23 14:06:39","3ms loop long",3,155.562862,3.02654919087207
"426",919,151.227753284351,-33.9315667900621,9.69999980926514,0.699999988079071,-2.90000009536743,-0.200000002980232,-79.7,66,14867,-13160,"2016-08-23 14:06:45","3ms loop long",3,195.64972,2.98998336745105
"439",932,151.227732276023,-33.9315585061489,10.1999998092651,-1,2.79999995231628,0,101.1,65,14964,-10977,"2016-08-23 14:06:58","3ms loop long",3,164.259828,2.97321370455794
"440",933,151.227763224947,-33.9315661606888,10.1999998092651,-0.699999988079071,2.90000009536743,0,100,65,14964,-11011,"2016-08-23 14:06:59","3ms loop long",3,164.768604,2.98328686794311
"444",937,151.227893772383,-33.9315852504519,10.3000001907349,-0.699999988079071,2.90000009536743,0.100000001490116,99.5,65,15004,-10018,"2016-08-23 14:07:03","3ms loop long",3,150.310072,2.98496240122716
"453",946,151.228186259166,-33.9316295616341,10,-0.200000002980232,3,0,98.4,65,15058,-9119,"2016-08-23 14:07:12","3ms loop long",3,137.313902,3.00665927587282
"461",954,151.228438719384,-33.9316656851443,9.89999961853027,-0.400000005960464,3,0,99,64,15012,-9459,"2016-08-23 14:07:20","3ms loop long",3,141.998508,3.02654919087207
"462",955,151.22847141107,-33.9316704586537,10,-0.400000005960464,3,0,98.9,64,15010,-9547,"2016-08-23 14:07:21","3ms loop long",3,143.30047,3.02654919087207
"464",957,151.228536172938,-33.9316769737211,10.1000003814697,-0.300000011920929,3,0,99.3,64,15005,-9832,"2016-08-23 14:07:23","3ms loop long",3,147.52916,3.01496268752244
"465",958,151.228568420593,-33.9316801443223,10,-0.200000002980232,3,0.100000001490116,98.2,64,15005,-9832,"2016-08-23 14:07:24","3ms loop long",3,147.52916,3.00832179154593
"467",960,151.228632232303,-33.9316903641219,9.80000019073486,-0.400000005960464,3,0,99.3,64,15012,-9546,"2016-08-23 14:07:26","3ms loop long",3,143.304552,3.02654919087207
"468",961,151.228665842735,-33.9316945941139,9.80000019073486,-0.300000011920929,3,0,98.9,64,14942,-10145,"2016-08-23 14:07:27","3ms loop long",3,151.58659,3.01496268752244
"471",964,151.228760040512,-33.9317068109664,9.89999961853027,-0.200000002980232,3,0,98.6,63,14877,-11968,"2016-08-23 14:07:30","3ms loop long",3,178.047936,3.00665927587282
"473",966,151.228823366312,-33.9317166818547,9.89999961853027,-0.400000005960464,3,0,98.8,63,14941,-10833,"2016-08-23 14:07:32","3ms loop long",3,161.855853,3.02654919087207
"474",967,151.22885584013,-33.9317211808188,9.89999961853027,-0.400000005960464,3,0,98.7,63,14924,-10836,"2016-08-23 14:07:33","3ms loop long",3,161.716464,3.02654919087207
"497",990,151.228718104631,-33.9316971508583,9.80000019073486,0.400000005960464,-3,0,-80.1,62,14918,-10409,"2016-08-23 14:07:56","3ms loop long",3,155.281462,3.02654919087207
"503",996,151.228524986875,-33.9316712231042,9.69999980926514,0.300000011920929,-3,-0.100000001490116,-80.6,61,14870,-11266,"2016-08-23 14:08:02","3ms loop long",3,167.52542,3.01662062703459
"509",1002,151.228331804193,-33.9316439131451,9.89999961853027,0.400000005960464,-3,0,-79.9,61,14887,-10983,"2016-08-23 14:08:08","3ms loop long",3,163.503921,3.02654919087207
"522",1015,151.227914314904,-33.9315890974741,10,0.400000005960464,-3,0,-79.9,60,14886,-10416,"2016-08-23 14:08:21","3ms loop long",3,155.052576,3.02654919087207
"523",1016,151.227881663636,-33.9315848751681,10,0.400000005960464,-3,0,-79.7,60,14886,-10416,"2016-08-23 14:08:22","3ms loop long",3,155.052576,3.02654919087207
"524",1017,151.227849062606,-33.9315802576975,9.80000019073486,0.400000005960464,-3,0,-80.3,60,14851,-10949,"2016-08-23 14:08:23","3ms loop long",3,162.603599,3.02654919087207
"551",1044,151.22768064566,-33.9315485873333,10.1999998092651,-0.300000011920929,4,0,95.9,54,14880,-10147,"2016-08-23 14:10:25","4ms loop long",4,150.98736,4.01123422491788
"561",1054,151.228108382584,-33.9316034530832,10.1000003814697,-0.5,4,0,97.6,53,14876,-9756,"2016-08-23 14:10:35","4ms loop long",4,145.130256,4.03112887414927
"565",1058,151.228281710323,-33.9316225981403,10.3000001907349,-0.400000005960464,4,0.100000001490116,96.7,53,14861,-9375,"2016-08-23 14:10:39","4ms loop long",4,139.321875,4.02119385320658
"577",1070,151.228799688101,-33.9316871773799,10,-0.5,4,0.100000001490116,96.3,53,14822,-9546,"2016-08-23 14:10:51","4ms loop long",4,141.490812,4.03236903076814
"578",1071,151.228839800944,-33.931691314707,10.1999998092651,-0.5,4,0.100000001490116,96.6,53,14811,-9605,"2016-08-23 14:10:52","4ms loop long",4,142.259655,4.03236903076814
"582",1075,151.229015784837,-33.931713316773,10,-0.5,4,0,97.5,52,14824,-8957,"2016-08-23 14:10:56","4ms loop long",4,132.778568,4.03112887414927
"595",1088,151.228928051148,-33.9317002809913,9.69999980926514,0.699999988079071,-3.90000009536743,0,-80.5,52,14772,-9595,"2016-08-23 14:11:09","4ms loop long",4,141.73734,3.96232264299321
"602",1095,151.22863281729,-33.9316705993898,9.69999980926514,0.5,-4,-0.200000002980232,-81.6,51,14784,-9748,"2016-08-23 14:11:16","4ms loop long",4,144.114432,4.03608721426979
"609",1102,151.228332967208,-33.9316328447575,9.80000019073486,0.5,-4,0,-81.5,51,14777,-10394,"2016-08-23 14:11:23","4ms loop long",4,153.592138,4.03112887414927
"612",1105,151.228201767032,-33.9316188683233,9.89999961853027,0.5,-4,0,-81.7,51,14708,-10716,"2016-08-23 14:11:26","4ms loop long",4,157.610928,4.03112887414927
"619",1112,151.227897797647,-33.9315820931441,10,0.5,-4,0,-81.7,50,14697,-10799,"2016-08-23 14:11:33","4ms loop long",4,158.712903,4.03112887414927
"621",1114,151.227811412521,-33.9315721601413,9.89999961853027,0.5,-4,0,-81.4,50,14755,-9644,"2016-08-23 14:11:35","4ms loop long",4,142.29722,4.03112887414927
"632",1125,151.227660437072,-33.9315493461731,10.1000003814697,-0.899999976158142,3.90000009536743,0,98.3,50,14635,-11347,"2016-08-23 14:11:46","4ms loop long",4,166.063345,4.00249930680202
"642",1135,151.228082304287,-33.9316068601556,10.1999998092651,-0.5,4,0.200000002980232,97.7,49,14699,-10484,"2016-08-23 14:11:56","4ms loop long",4,154.104316,4.03608721426979
"644",1137,151.228168724063,-33.9316175469674,10.1999998092651,-0.5,4,0,98.7,49,14677,-10627,"2016-08-23 14:11:58","4ms loop long",4,155.972479,4.03112887414927
"647",1140,151.228297759035,-33.9316326883214,10.1999998092651,-0.5,4,0.100000001490116,98,0,14701,-10024,"2016-08-23 14:12:01","4ms loop long",4,147.362824,4.03236903076814
"653",1146,151.228557022058,-33.9316633849055,10.1999998092651,-0.400000005960464,4,0.100000001490116,97.8,48,14712,-9838,"2016-08-23 14:12:07","4ms loop long",4,144.736656,4.02119385320658
"655",1148,151.228638972642,-33.931673476298,10.1000003814697,-0.400000005960464,4,0,97.8,48,14656,-10420,"2016-08-23 14:12:09","4ms loop long",4,152.71552,4.01995024904144
"674",1167,151.228906822608,-33.9317023714631,9.80000019073486,0.699999988079071,-3.90000009536743,0,-82.2,47,14637,-10524,"2016-08-23 14:12:28","4ms loop long",4,154.039788,3.96232264299321
"675",1168,151.228863774542,-33.9316968931006,9.69999980926514,0.5,-4,-0.100000001490116,-81.6,47,14648,-10356,"2016-08-23 14:12:29","4ms loop long",4,151.694688,4.03236903076814
"678",1171,151.228732710321,-33.931682260498,9.80000019073486,0.5,-4,0,-81.3,47,14663,-9939,"2016-08-23 14:12:32","4ms loop long",4,145.735557,4.03112887414927
"687",1180,151.228344049623,-33.9316323672513,10,0.5,-4,0,-81.3,46,14713,-8929,"2016-08-23 14:12:41","4ms loop long",4,131.372377,4.03112887414927
"702",1195,151.227704090596,-33.9315607242931,9.80000019073486,0.5,-4,-0.100000001490116,-81.3,45,14652,-9541,"2016-08-23 14:12:56","4ms loop long",4,139.794732,4.03236903076814
"704",1197,151.22761838055,-33.931551236164,9.80000019073486,0.5,-4,0,-81.5,45,14629,-9923,"2016-08-23 14:12:58","4ms loop long",4,145.163567,4.03112887414927
"710",1203,151.227636373653,-33.9315480642716,9.80000019073486,-0.800000011920929,3.90000009536743,0,97.3,45,14543,-11842,"2016-08-23 14:13:04","4ms loop long",4,172.218206,3.98120594329651
"711",1204,151.227680807561,-33.9315530946817,10,-0.800000011920929,3.90000009536743,0,98,45,14581,-10665,"2016-08-23 14:13:05","4ms loop long",4,155.506365,3.98120594329651
"713",1206,151.227764503599,-33.9315653383385,10.1000003814697,-0.899999976158142,3.90000009536743,0,97.7,0,14605,-10097,"2016-08-23 14:13:07","4ms loop long",4,147.466685,4.00249930680202
"720",1213,151.22806796253,-33.9316042350571,10.1000003814697,-0.699999988079071,3.90000009536743,0,98.1,44,14616,-9721,"2016-08-23 14:13:14","4ms loop long",4,142.082136,3.96232264299321
"722",1215,151.228155477206,-33.931613184094,10.1000003814697,-0.699999988079071,3.90000009536743,0,97.8,44,14634,-9853,"2016-08-23 14:13:16","4ms loop long",4,144.188802,3.96232264299321
"730",1223,151.228491746797,-33.9316555744598,10,-0.5,4,0,98.3,44,14622,-9807,"2016-08-23 14:13:24","4ms loop long",4,143.397954,4.03112887414927
"731",1224,151.228540899359,-33.9316596819356,10.1999998092651,-0.300000011920929,4,0.200000002980232,97.2,43,14643,-9249,"2016-08-23 14:13:25","4ms loop long",4,135.433107,4.01621712664351
"741",1234,151.22897236269,-33.9317070404471,9.89999961853027,-0.5,4,0,97.7,43,14696,-8450,"2016-08-23 14:13:35","4ms loop long",4,124.1812,4.03112887414927
"758",1251,151.228667837047,-33.9316725946006,9.69999980926514,0.5,-4,-0.100000001490116,-82.1,42,14531,-10850,"2016-08-23 14:13:52","4ms loop long",4,157.66135,4.03236903076814
"772",1265,151.228073918489,-33.9316040192694,9.80000019073486,0.5,-4,0,-81.1,41,14583,-9738,"2016-08-23 14:14:06","4ms loop long",4,142.009254,4.03112887414927
"776",1269,151.227899220142,-33.9315833565671,9.69999980926514,0.300000011920929,-4,-0.100000001490116,-82.4,41,14483,-11576,"2016-08-23 14:14:10","4ms loop long",4,167.655208,4.0124805304762
"778",1271,151.227813772156,-33.9315748573324,9.80000019073486,0.5,-4,-0.100000001490116,-81.9,41,14606,-8774,"2016-08-23 14:14:12","4ms loop long",4,128.153044,4.03236903076814
"780",1273,151.227727808689,-33.9315651717052,9.80000019073486,0.699999988079071,-3.90000009536743,0,-80.6,40,14605,-8749,"2016-08-23 14:14:14","4ms loop long",4,127.779145,3.96232264299321
"781",1274,151.227685283224,-33.9315571664654,9.89999961853027,0.899999976158142,-3.90000009536743,0,-79.4,40,14583,-9543,"2016-08-23 14:14:15","4ms loop long",4,139.165569,4.00249930680202
"782",1275,151.227641069131,-33.9315504280489,9.89999961853027,0.5,-4,0,-80.5,40,14538,-10452,"2016-08-23 14:14:16","4ms loop long",4,151.951176,4.03112887414927
"793",1286,151.227816735083,-33.9315738262056,10,-0.699999988079071,3.90000009536743,0,97.7,40,14545,-10274,"2016-08-23 14:14:27","4ms loop long",4,149.43533,3.96232264299321
"795",1288,151.227904326618,-33.9315863548798,10.1000003814697,-0.699999988079071,3.90000009536743,0,97.9,40,14543,-9687,"2016-08-23 14:14:29","4ms loop long",4,140.878041,3.96232264299321
"796",1289,151.227946657753,-33.9315924052861,10.1999998092651,-0.699999988079071,3.90000009536743,0,98.3,38,14517,-10217,"2016-08-23 14:14:30","4ms loop long",4,148.320189,3.96232264299321
"797",1290,151.227990164186,-33.9315977229256,10.1999998092651,-0.5,4,0.100000001490116,97.6,38,14574,-8901,"2016-08-23 14:14:31","4ms loop long",4,129.723174,4.03236903076814
"806",1299,151.228373567838,-33.9316437842907,10.1000003814697,-0.400000005960464,4,0.100000001490116,98.1,38,14561,-9623,"2016-08-23 14:14:40","4ms loop long",4,140.120503,4.02119385320658
"808",1301,151.228460095652,-33.9316530786775,10.1999998092651,-0.400000005960464,4,0.100000001490116,97.7,38,14563,-9698,"2016-08-23 14:14:42","4ms loop long",4,141.231974,4.02119385320658
"812",1305,151.228630820605,-33.931673341417,10,-0.5,4,0,98.2,37,14526,-10030,"2016-08-23 14:14:46","4ms loop long",4,145.69578,4.03112887414927
"813",1306,151.228674504832,-33.931678052812,10,-0.400000005960464,4,0,97.8,37,14548,-9763,"2016-08-23 14:14:47","4ms loop long",4,142.032124,4.01995024904144
"815",1308,151.228762734176,-33.9316857021591,10.1000003814697,-0.5,4,0.200000002980232,97.4,37,14555,-9364,"2016-08-23 14:14:49","4ms loop long",4,136.29302,4.03608721426979
"820",1313,151.228975320668,-33.9317089671271,9.89999961853027,-0.5,4,0,98.2,37,14503,-9776,"2016-08-23 14:14:54","4ms loop long",4,141.781328,4.03112887414927
"828",1321,151.229050684488,-33.9317173255907,10,0.699999988079071,-3.90000009536743,0,-83.9,36,14472,-10811,"2016-08-23 14:15:02","4ms loop long",4,156.456792,3.96232264299321
"830",1323,151.228959855968,-33.9317079396991,9.69999980926514,0.899999976158142,-3.90000009536743,-0.100000001490116,-78.9,36,14425,-11462,"2016-08-23 14:15:04","4ms loop long",4,165.33935,4.00374833140754
"854",1347,151.22793329786,-33.931587193752,9.69999980926514,0.300000011920929,-4,-0.200000002980232,-81.9,35,14449,-10406,"2016-08-23 14:15:28","4ms loop long",4,150.356294,4.01621712664351
"855",1348,151.227885217458,-33.931583158719,9.89999961853027,0.5,-4,-0.100000001490116,-81.5,35,14444,-10588,"2016-08-23 14:15:29","4ms loop long",4,152.933072,4.03236903076814
"860",1353,151.227670102407,-33.9315559187058,9.69999980926514,0.5,-4,-0.200000002980232,-81.5,34,14430,-12359,"2016-08-23 14:15:34","4ms loop long",4,178.34037,4.03608721426979
"861",1354,151.227625577319,-33.9315504205424,9.80000019073486,0.5,-4,-0.100000001490116,-81.8,34,14412,-11493,"2016-08-23 14:15:35","4ms loop long",4,165.637116,4.03236903076814
"878",1371,151.228080070772,-33.9316044805415,10.3999996185303,-0.300000011920929,4,0.200000002980232,95.8,33,14445,-10134,"2016-08-23 14:15:52","4ms loop long",4,146.38563,4.01621712664351
"883",1376,151.228287944361,-33.9316294974352,10.3999996185303,-0.699999988079071,3.90000009536743,0.100000001490116,98,33,14400,-11207,"2016-08-23 14:15:57","4ms loop long",4,161.3808,3.96358432829108
"887",1380,151.228456094804,-33.9316500144616,10.5,-0.800000011920929,3.90000009536743,0,95.8,33,14383,-11847,"2016-08-23 14:16:01","4ms loop long",4,170.395401,3.98120594329651
"897",1390,151.228885529474,-33.9316980751456,10.5,-0.699999988079071,3.90000009536743,0.100000001490116,97.4,32,14335,-11553,"2016-08-23 14:16:11","4ms loop long",4,165.612255,3.96358432829108
"900",1393,151.229015253809,-33.9317126990558,10.3999996185303,-0.5,4,0.200000002980232,96.2,32,14460,-9133,"2016-08-23 14:16:14","4ms loop long",4,132.06318,4.03608721426979
"901",1394,151.229059655726,-33.9317174920605,10.3000001907349,-0.400000005960464,4,0.200000002980232,97.5,32,14404,-11151,"2016-08-23 14:16:15","4ms loop long",4,160.619004,4.02492236024007
"912",1405,151.228855825372,-33.9316933933982,9.5,0.699999988079071,-3.90000009536743,-0.100000001490116,-80.8,31,14420,-9945,"2016-08-23 14:16:26","4ms loop long",4,143.4069,3.96358432829108
"916",1409,151.228684190664,-33.9316716932177,9.69999980926514,0.300000011920929,-4,-0.200000002980232,-83.1,31,14387,-11176,"2016-08-23 14:16:30","4ms loop long",4,160.789112,4.01621712664351
"917",1410,151.228639986336,-33.931667793376,9.60000038146973,0.5,-4,-0.100000001490116,-80.8,31,14374,-11215,"2016-08-23 14:16:31","4ms loop long",4,161.20441,4.03236903076814
"923",1416,151.228381427526,-33.9316401459174,9.39999961853027,0.699999988079071,-3.90000009536743,-0.200000002980232,-80.3,30,14416,-9732,"2016-08-23 14:16:37","4ms loop long",4,140.296512,3.96736697677046
"926",1419,151.22825234201,-33.9316222193793,9.60000038146973,0.5,-4,-0.100000001490116,-81.4,30,14445,-9738,"2016-08-23 14:16:40","4ms loop long",4,140.66541,4.03236903076814
"929",1422,151.228127683689,-33.9316091782293,9.69999980926514,0.5,-4,-0.100000001490116,-81.3,30,14367,-11198,"2016-08-23 14:16:43","4ms loop long",4,160.881666,4.03236903076814
"935",1428,151.227869521413,-33.9315797861624,9.69999980926514,0.5,-4,-0.100000001490116,-81,29,14359,-11274,"2016-08-23 14:16:49","4ms loop long",4,161.883366,4.03236903076814
"936",1429,151.227830161776,-33.9315759316204,9.80000019073486,0.400000005960464,-4,-0.100000001490116,-82,29,14359,-11274,"2016-08-23 14:16:50","4ms loop long",4,161.883366,4.02119385320658
