"","id","Longitude","Latitude","Altitude","VelocityX","VelocityY","VelocityZ","DroneHeading","Battery","Voltage","Current","Date","Method","VelocitySolid","Power","Velocity"
"2506",3180,151.228243327473,-33.9316276465904,9.80000019073486,1,-7.90000009536743,-0.100000001490116,-81.7,62,14875,-10796,"2016-08-25 11:05:27","8 ms loop long",8,160.5905,7.96366759144952
"2507",3181,151.228234654268,-33.9316267635308,9.80000019073486,1,-7.90000009536743,-0.100000001490116,-81.8,62,14875,-10796,"2016-08-25 11:05:27","8 ms loop long",8,160.5905,7.96366759144952
"2638",3313,151.227500091267,-33.931550006272,6.09999990463257,0,0,-3,4.2,56,14885,-12266,"2016-08-25 11:07:13","9 ms loop long",9,182.57941,3
"2657",3332,151.227606334704,-33.9315618190463,10,-0.699999988079071,5.90000009536743,0,99,56,14782,-12536,"2016-08-25 11:07:22","9 ms loop long",9,185.307152,5.9413804043039
"2658",3333,151.227644247769,-33.9315658691332,10,-0.699999988079071,7,0,98.5,56,14782,-12536,"2016-08-25 11:07:23","9 ms loop long",9,185.307152,7.03491293359845
"2659",3334,151.227687770482,-33.9315696828545,10.1000003814697,-0.699999988079071,8,0,98.2,55,14823,-11355,"2016-08-25 11:07:23","9 ms loop long",9,168.315165,8.03056660412643
"2660",3335,151.227736963965,-33.931573932236,10,-0.800000011920929,8.89999961853027,0,98,55,14823,-11355,"2016-08-25 11:07:24","9 ms loop long",9,168.315165,8.93588234193538
"2662",3337,151.22783903674,-33.9315824031691,9.89999961853027,-0.800000011920929,9,0,97.1,55,14794,-11878,"2016-08-25 11:07:25","9 ms loop long",9,175.723132,9.03548559951669
"2668",3343,151.228130157566,-33.931601069035,10.1999998092651,-0.5,8.89999961853027,0.100000001490116,98.3,55,14955,-8204,"2016-08-25 11:07:28","9 ms loop long",9,122.69082,8.9145943940337
"2669",3344,151.228179391095,-33.9316035084185,10.1999998092651,-0.600000023841858,9,0.200000002980232,97.8,55,14955,-8204,"2016-08-25 11:07:28","9 ms loop long",9,122.69082,9.02219485656358
"2670",3345,151.228228896295,-33.9316063445125,10.1000003814697,-0.699999988079071,9,0,98.6,55,14955,-8204,"2016-08-25 11:07:29","9 ms loop long",9,122.69082,9.02718117594361
"2671",3346,151.228277906466,-33.9316096781407,10.1999998092651,-0.699999988079071,8.89999961853027,0.100000001490116,98.1,55,14959,-7930,"2016-08-25 11:07:29","9 ms loop long",9,118.62487,8.92804531761839
"2672",3347,151.228326561465,-33.9316133737563,10.1999998092651,-0.800000011920929,8.89999961853027,0.200000002980232,97.8,55,14959,-7930,"2016-08-25 11:07:30","9 ms loop long",9,118.62487,8.93812022911443
"2674",3349,151.228422863396,-33.9316216616891,10.1000003814697,-1,8.89999961853027,0,98.4,55,14849,-10282,"2016-08-25 11:07:31","9 ms loop long",9,152.677418,8.95600319393863
"2675",3350,151.228471061887,-33.9316265741875,10.1999998092651,-1,8.89999961853027,0,97.5,55,14832,-10429,"2016-08-25 11:07:31","9 ms loop long",9,154.682928,8.95600319393863
"2676",3351,151.228519275908,-33.9316314570543,10.1000003814697,-1,8.89999961853027,0,97.5,55,14832,-10429,"2016-08-25 11:07:32","9 ms loop long",9,154.682928,8.95600319393863
"2677",3352,151.228568795229,-33.9316358336161,10.1999998092651,-1,9,0,97.1,55,14809,-11322,"2016-08-25 11:07:32","9 ms loop long",9,167.667498,9.05538513813742
"2678",3353,151.22861784352,-33.9316404059245,10.1999998092651,-0.899999976158142,8.89999961853027,0,97.1,55,14809,-11322,"2016-08-25 11:07:33","9 ms loop long",9,167.667498,8.94538949218667
"2680",3355,151.228714239326,-33.9316492936797,10.1999998092651,-0.800000011920929,8.89999961853027,0,97.3,55,14843,-9394,"2016-08-25 11:07:34","9 ms loop long",9,139.435142,8.93588234193538
"2681",3356,151.228762856217,-33.9316528391914,10.1999998092651,-0.699999988079071,9,0.200000002980232,97.8,55,14928,-8678,"2016-08-25 11:07:34","9 ms loop long",9,129.545184,9.0293964352277
"2682",3357,151.228811164674,-33.9316559179699,10.3000001907349,-0.600000023841858,8.89999961853027,0.200000002980232,97.9,55,14928,-8678,"2016-08-25 11:07:35","9 ms loop long",9,129.545184,8.92244323263764
"2683",3358,151.22886062905,-33.9316587879912,10.1999998092651,-0.600000023841858,9,0.200000002980232,98.3,55,14956,-7995,"2016-08-25 11:07:35","9 ms loop long",9,119.57322,9.02219485656358
"2684",3359,151.228909312828,-33.9316622596907,10.1000003814697,-0.800000011920929,9,0,97.8,55,14956,-7995,"2016-08-25 11:07:36","9 ms loop long",9,119.57322,9.03548559951669
"2685",3360,151.22895758544,-33.9316663254711,10.1999998092651,-0.800000011920929,8.89999961853027,0,97.7,55,14909,-8814,"2016-08-25 11:07:36","9 ms loop long",9,131.407926,8.93588234193538
"2688",3363,151.229077836627,-33.9316743496981,10,-0.200000002980232,5,0.100000001490116,97.8,55,14828,-10254,"2016-08-25 11:07:38","9 ms loop long",9,152.046312,5.00499750264574
"2719",3394,151.228524959697,-33.9316271912387,9.89999961853027,0.600000023841858,-8.89999961853027,-0.200000002980232,-83,54,14671,-10954,"2016-08-25 11:07:53","9 ms loop long",9,160.706134,8.92244323263764
"2720",3395,151.228476087624,-33.9316239076299,9.89999961853027,0.600000023841858,-9,-0.100000001490116,-82.4,54,14671,-10954,"2016-08-25 11:07:54","9 ms loop long",9,160.706134,9.02053213668175
"2733",3408,151.227871862138,-33.9315762389503,9.69999980926514,0.699999988079071,-8.89999961853027,-0.300000011920929,-83.3,54,14634,-13903,"2016-08-25 11:08:00","9 ms loop long",9,203.456502,8.93252445842172
"2737",3412,151.227682374446,-33.9315630868829,9.5,0.699999988079071,-9,-0.200000002980232,-83.8,54,14716,-11808,"2016-08-25 11:08:02","9 ms loop long",9,173.766528,9.0293964352277
"2738",3413,151.227624316574,-33.9315592705233,9.5,0.699999988079071,-8.89999961853027,-0.100000001490116,-83.9,54,14716,-11808,"2016-08-25 11:08:03","9 ms loop long",9,173.766528,8.92804531761839
"2739",3414,151.227576318763,-33.9315556939408,9.60000038146973,0.800000011920929,-8.89999961853027,-0.200000002980232,-84,54,14842,-8332,"2016-08-25 11:08:03","9 ms loop long",9,123.663544,8.93812022911443
"2742",3417,151.227455943053,-33.9315466596593,9.69999980926514,0.5,-6,-0.200000002980232,-84.7,54,14799,-9141,"2016-08-25 11:08:05","9 ms loop long",9,135.277659,6.02411819283056
"2759",3434,151.227600245935,-33.9315584475336,9.89999961853027,-1.10000002384186,8,-0.100000001490116,96.8,53,14692,-11382,"2016-08-25 11:08:13","9 ms loop long",9,167.224344,8.07589004709389
"2764",3439,151.227840163136,-33.9315775438524,10.1000003814697,-1,8.89999961853027,0,94.7,53,14724,-10698,"2016-08-25 11:08:16","9 ms loop long",9,157.517352,8.95600319393863
"2765",3440,151.227888438031,-33.9315811911141,10.1000003814697,-0.899999976158142,9,0,95.8,53,14803,-8780,"2016-08-25 11:08:16","9 ms loop long",9,129.97034,9.04488805663645
"2767",3442,151.227987299052,-33.9315880133976,10.1999998092651,-0.899999976158142,9,0.100000001490116,95.7,53,14801,-9151,"2016-08-25 11:08:17","9 ms loop long",9,135.443951,9.04544083820035
"2768",3443,151.228036265296,-33.9315911825262,10.1999998092651,-0.800000011920929,9,0.100000001490116,95.7,53,14801,-9151,"2016-08-25 11:08:18","9 ms loop long",9,135.443951,9.03603895627788
"2769",3444,151.228085064329,-33.9315945944489,10.3000001907349,-1,8.89999961853027,0.100000001490116,95.2,53,14812,-8905,"2016-08-25 11:08:18","9 ms loop long",9,131.90086,8.95656146130517
"2771",3446,151.228180781534,-33.9316022812062,10.3000001907349,-1.10000002384186,8.89999961853027,0.100000001490116,94.3,53,14798,-9195,"2016-08-25 11:08:19","9 ms loop long",9,136.06761,8.96827705094959
"2772",3447,151.228228962689,-33.9316070476246,10.3000001907349,-1,8.89999961853027,0.100000001490116,94.7,53,14798,-9195,"2016-08-25 11:08:20","9 ms loop long",9,136.06761,8.95656146130517
"2773",3448,151.22827745288,-33.9316113249215,10.3000001907349,-0.899999976158142,9,0.100000001490116,95.4,53,14848,-8557,"2016-08-25 11:08:20","9 ms loop long",9,127.054336,9.04544083820035
"2774",3449,151.228326378708,-33.9316151060648,10.3000001907349,-0.800000011920929,9,0.300000011920929,94.7,53,14848,-8557,"2016-08-25 11:08:21","9 ms loop long",9,127.054336,9.04046459128213
"2775",3450,151.228375547457,-33.931618566713,10.1999998092651,-0.899999976158142,9,0.200000002980232,95.5,53,14800,-8498,"2016-08-25 11:08:21","9 ms loop long",9,125.7704,9.04709898024095
"2776",3451,151.22842458895,-33.9316225407779,10.1000003814697,-1,9,0.100000001490116,95,53,14800,-8498,"2016-08-25 11:08:22","9 ms loop long",9,125.7704,9.0559372789512
"2777",3452,151.228463743309,-33.9316257556389,10.1000003814697,-1,9,0,95.3,53,14800,-8498,"2016-08-25 11:08:22","9 ms loop long",9,125.7704,9.05538513813742
"2779",3454,151.228571896496,-33.9316346004009,10.1999998092651,-0.800000011920929,9,0.200000002980232,95.9,53,14842,-8690,"2016-08-25 11:08:23","9 ms loop long",9,128.97698,9.03769882327717
"2780",3455,151.228620704219,-33.9316377752734,10.1000003814697,-0.800000011920929,8.89999961853027,0,95.5,53,14842,-8690,"2016-08-25 11:08:24","9 ms loop long",9,128.97698,8.93588234193538
"2782",3457,151.22871905566,-33.9316460172993,10.3000001907349,-0.899999976158142,9,0.300000011920929,95.5,53,14857,-7787,"2016-08-25 11:08:25","9 ms loop long",9,115.691459,9.04986187542314
"2786",3461,151.228910692347,-33.9316616246629,10.1000003814697,-0.899999976158142,8.89999961853027,0.100000001490116,95.4,52,14864,-7481,"2016-08-25 11:08:27","9 ms loop long",9,111.197584,8.94594842189589
"2787",3462,151.228959793115,-33.9316657529562,10,-0.899999976158142,9,0.100000001490116,95.4,52,14747,-10004,"2016-08-25 11:08:27","9 ms loop long",9,147.528988,9.04544083820035
"2806",3481,151.228931962604,-33.9316601205357,9.89999961853027,0.800000011920929,-8,0,-83.2,52,14643,-12805,"2016-08-25 11:08:37","9 ms loop long",9,187.503615,8.03990049808289
"2811",3486,151.228695862848,-33.9316428928344,9.80000019073486,0.800000011920929,-8.89999961853027,-0.200000002980232,-83.5,52,14694,-10991,"2016-08-25 11:08:39","9 ms loop long",9,161.501754,8.93812022911443
"2812",3487,151.228646548239,-33.931639820183,9.80000019073486,0.899999976158142,-9,0,-83.4,52,14694,-10991,"2016-08-25 11:08:40","9 ms loop long",9,161.501754,9.04488805663645
"2814",3489,151.228547352867,-33.9316325630196,9.69999980926514,0.800000011920929,-9,-0.200000002980232,-83.7,52,14575,-12097,"2016-08-25 11:08:41","9 ms loop long",9,176.313775,9.03769882327717
"2815",3490,151.228498281956,-33.9316290138741,9.69999980926514,1,-8.89999961853027,0,-83.6,52,14750,-9434,"2016-08-25 11:08:41","9 ms loop long",9,139.1515,8.95600319393863
"2818",3493,151.228354979479,-33.9316158345356,9.69999980926514,0.899999976158142,-8.89999961853027,-0.100000001490116,-82.9,51,14781,-8684,"2016-08-25 11:08:43","9 ms loop long",9,128.358204,8.94594842189589
"2819",3494,151.228305797588,-33.931611639409,9.69999980926514,1,-9,0,-83.3,51,14702,-10386,"2016-08-25 11:08:43","9 ms loop long",9,152.694972,9.05538513813742
"2820",3495,151.228256380001,-33.9316079311624,9.60000038146973,0.800000011920929,-9,-0.100000001490116,-83.6,51,14702,-10386,"2016-08-25 11:08:44","9 ms loop long",9,152.694972,9.03603895627788
"2821",3496,151.2282069803,-33.9316043942921,9.60000038146973,0.800000011920929,-8.89999961853027,-0.200000002980232,-83.6,51,14721,-10586,"2016-08-25 11:08:44","9 ms loop long",9,155.836506,8.93812022911443
"2822",3497,151.228158049553,-33.9316006155431,9.69999980926514,0.800000011920929,-8.89999961853027,-0.100000001490116,-83.6,51,14721,-10586,"2016-08-25 11:08:45","9 ms loop long",9,155.836506,8.93644186626928
"2823",3498,151.228109084138,-33.9315965938099,9.69999980926514,0.800000011920929,-9,-0.200000002980232,-83.4,51,14710,-10918,"2016-08-25 11:08:45","9 ms loop long",9,160.60378,9.03769882327717
"2824",3499,151.228060064435,-33.9315922849053,9.60000038146973,0.800000011920929,-9,-0.200000002980232,-83.6,51,14710,-10918,"2016-08-25 11:08:46","9 ms loop long",9,160.60378,9.03769882327717
"2825",3500,151.228011003096,-33.9315881930626,9.60000038146973,0.800000011920929,-8.89999961853027,-0.100000001490116,-83.4,51,14747,-9496,"2016-08-25 11:08:46","9 ms loop long",9,140.037512,8.93644186626928
"2826",3501,151.227961842546,-33.9315842752198,9.60000038146973,0.800000011920929,-9,-0.200000002980232,-83.9,51,14747,-9496,"2016-08-25 11:08:47","9 ms loop long",9,140.037512,9.03769882327717
"2829",3504,151.227816668359,-33.9315721002745,9.60000038146973,0.699999988079071,-9,-0.100000001490116,-83.9,51,14733,-9372,"2016-08-25 11:08:48","9 ms loop long",9,138.077676,9.02773504172606
"2830",3505,151.2277676301,-33.9315689048934,9.69999980926514,0.699999988079071,-9,-0.200000002980232,-83.9,51,14733,-9372,"2016-08-25 11:08:49","9 ms loop long",9,138.077676,9.0293964352277
"2831",3506,151.227718403282,-33.9315655137573,9.69999980926514,0.699999988079071,-8.89999961853027,-0.100000001490116,-83.9,51,14733,-9372,"2016-08-25 11:08:49","9 ms loop long",9,138.077676,8.92804531761839
"2832",3507,151.22766992065,-33.9315617343902,9.69999980926514,0.800000011920929,-8.89999961853027,0,-83.6,51,14733,-9372,"2016-08-25 11:08:50","9 ms loop long",9,138.077676,8.93588234193538
"2838",3513,151.227420361998,-33.9315442732811,9.69999980926514,0.200000002980232,-4,-0.100000001490116,-83.1,51,14737,-9554,"2016-08-25 11:08:53","9 ms loop long",9,140.797298,4.006245124988
"2856",3531,151.227716276275,-33.9315677093443,9.80000019073486,-1,9,-0.200000002980232,95.1,50,14663,-10806,"2016-08-25 11:09:02","9 ms loop long",9,158.448378,9.05759349944521
"2858",3533,151.227816675942,-33.9315728071984,10.1000003814697,-0.800000011920929,8.89999961853027,0.200000002980232,95.9,50,14726,-9575,"2016-08-25 11:09:03","9 ms loop long",9,141.00145,8.93812022911443
"2863",3538,151.228054854943,-33.9315929075687,9.89999961853027,-1.29999995231628,8.89999961853027,0,95,50,14658,-11187,"2016-08-25 11:09:05","9 ms loop long",9,163.979046,8.99444234435139
"2865",3540,151.228153783321,-33.9316030370472,9.89999961853027,-1,9,-0.100000001490116,95.5,50,14704,-9831,"2016-08-25 11:09:06","9 ms loop long",9,144.555024,9.0559372789512
"2866",3541,151.22820352959,-33.931606920436,10,-1,8.89999961853027,-0.100000001490116,95.4,50,14704,-9831,"2016-08-25 11:09:07","9 ms loop long",9,144.555024,8.95656146130517
"2867",3542,151.22825265467,-33.9316106068133,10,-1,8.89999961853027,0,95.5,50,14704,-9831,"2016-08-25 11:09:07","9 ms loop long",9,144.555024,8.95600319393863
"2868",3543,151.228301118122,-33.9316144390173,10,-0.899999976158142,8.89999961853027,0,95.9,50,14704,-9831,"2016-08-25 11:09:08","9 ms loop long",9,144.555024,8.94538949218667
"2869",3544,151.228349789903,-33.9316179607565,10,-0.800000011920929,9,0.100000001490116,96.7,50,14754,-8818,"2016-08-25 11:09:08","9 ms loop long",9,130.100772,9.03603895627788
"2871",3546,151.228448463499,-33.9316244880076,10.1000003814697,-0.800000011920929,9,0.200000002980232,96.1,50,14736,-8926,"2016-08-25 11:09:09","9 ms loop long",9,131.533536,9.03769882327717
"2877",3552,151.228735998852,-33.9316474366086,10.1999998092651,-0.800000011920929,9,0.400000005960464,96.3,50,14764,-8285,"2016-08-25 11:09:12","9 ms loop long",9,122.31974,9.04433524499407
"2878",3553,151.228785226931,-33.9316512794041,10,-0.800000011920929,9,0.200000002980232,96.7,50,14764,-8285,"2016-08-25 11:09:13","9 ms loop long",9,122.31974,9.03769882327717
"2879",3554,151.228834514588,-33.9316549665061,9.89999961853027,-0.800000011920929,9,0,96.4,50,14745,-7944,"2016-08-25 11:09:13","9 ms loop long",9,117.13428,9.03548559951669
"2880",3555,151.228883547144,-33.9316583666096,9.80000019073486,-0.899999976158142,9,0,96,50,14745,-7944,"2016-08-25 11:09:14","9 ms loop long",9,117.13428,9.04488805663645
"2881",3556,151.228932117057,-33.931662839596,9.80000019073486,-1,8.89999961853027,-0.100000001490116,94.8,50,14623,-11951,"2016-08-25 11:09:14","9 ms loop long",9,174.759473,8.95656146130517
"2882",3557,151.228979929643,-33.931667271932,9.89999961853027,-0.800000011920929,8.89999961853027,-0.100000001490116,95.4,50,14623,-11951,"2016-08-25 11:09:15","9 ms loop long",9,174.759473,8.93644186626928
"2896",3571,151.229109977309,-33.9316749261227,10.1999998092651,0.699999988079071,-3.90000009536743,0.100000001490116,-84.8,49,14651,-10657,"2016-08-25 11:09:22","9 ms loop long",9,156.135707,3.96358432829108
"2897",3572,151.229083980938,-33.9316723886755,10.1999998092651,0.600000023841858,-5,0,-85.6,49,14594,-11204,"2016-08-25 11:09:22","9 ms loop long",9,163.511176,5.03587132764631
"2902",3577,151.228897748238,-33.9316549278016,9.89999961853027,1.10000002384186,-7.90000009536743,-0.100000001490116,-82.4,49,14577,-11255,"2016-08-25 11:09:25","9 ms loop long",9,164.064135,7.9768415779402
"2903",3578,151.228854359828,-33.931649971506,10,1,-7.90000009536743,0,-82.2,49,14503,-14058,"2016-08-25 11:09:25","9 ms loop long",9,203.883174,7.96303971525983
"2912",3587,151.228438686166,-33.9316208010503,9.80000019073486,0.699999988079071,-8.89999961853027,-0.200000002980232,-83.2,49,14359,-16050,"2016-08-25 11:09:30","9 ms loop long",9,230.46195,8.92972525861472
"2913",3588,151.228390227356,-33.9316179457591,9.69999980926514,0.5,-9,-0.400000005960464,-82.7,49,14359,-16050,"2016-08-25 11:09:30","9 ms loop long",9,230.46195,9.02274902702987
"2916",3591,151.22824176745,-33.9316064798968,9.80000019073486,0.899999976158142,-9,0,-84,49,14451,-14620,"2016-08-25 11:09:32","9 ms loop long",9,211.27362,9.04488805663645
"2917",3592,151.228193265061,-33.9316020083167,9.69999980926514,0.899999976158142,-9,0,-83.9,48,14663,-10364,"2016-08-25 11:09:32","9 ms loop long",9,151.967332,9.04488805663645
"2918",3593,151.22814530656,-33.9315977811552,9.69999980926514,0.800000011920929,-9,-0.100000001490116,-84,48,14663,-10364,"2016-08-25 11:09:33","9 ms loop long",9,151.967332,9.03603895627788
"2919",3594,151.228096486686,-33.9315937941051,9.69999980926514,0.800000011920929,-9,-0.200000002980232,-83.7,48,14676,-8113,"2016-08-25 11:09:33","9 ms loop long",9,119.066388,9.03769882327717
"2920",3595,151.228048298733,-33.9315897659397,9.69999980926514,0.800000011920929,-8.89999961853027,0,-82.8,48,14676,-8113,"2016-08-25 11:09:34","9 ms loop long",9,119.066388,8.93588234193538
"2922",3597,151.22795159206,-33.9315812794791,9.69999980926514,0.800000011920929,-9,-0.300000011920929,-83.3,48,14600,-10945,"2016-08-25 11:09:35","9 ms loop long",9,159.797,9.04046459128213
"2923",3598,151.227902806908,-33.9315770697318,9.80000019073486,0.800000011920929,-8.89999961853027,-0.200000002980232,-83.4,48,14676,-10224,"2016-08-25 11:09:35","9 ms loop long",9,150.047424,8.93812022911443
"2925",3600,151.227806360159,-33.9315693014579,9.80000019073486,0.600000023841858,-9,-0.100000001490116,-83.7,48,14499,-12455,"2016-08-25 11:09:36","9 ms loop long",9,180.585045,9.02053213668175
"2944",3619,151.227437843198,-33.9315200214199,9.80000019073486,-1.70000004768372,2.5,-0.100000001490116,93,48,14664,-9741,"2016-08-25 11:09:46","9 ms loop long",9,142.842024,3.02489671929847
"2956",3631,151.22791066157,-33.931583464401,10.1000003814697,-1.10000002384186,9,0,96,47,14558,-11477,"2016-08-25 11:09:52","9 ms loop long",9,167.082166,9.06697303693201
"2958",3633,151.228009297233,-33.9315913184501,10.1999998092651,-0.800000011920929,9,-0.100000001490116,95.3,47,14566,-10417,"2016-08-25 11:09:53","9 ms loop long",9,151.734022,9.03603895627788
"2961",3636,151.228154024151,-33.9316043479431,10.1000003814697,-0.899999976158142,9,0,96.9,47,14597,-10313,"2016-08-25 11:09:54","9 ms loop long",9,150.538861,9.04488805663645
"2962",3637,151.228202873807,-33.9316089575553,10.1999998092651,-0.699999988079071,9,0.100000001490116,95.6,47,14597,-10313,"2016-08-25 11:09:55","9 ms loop long",9,150.538861,9.02773504172606
"2963",3638,151.228252211472,-33.9316121321317,10.3000001907349,-0.600000023841858,9,0.200000002980232,94.5,47,14685,-8211,"2016-08-25 11:09:55","9 ms loop long",9,120.578535,9.02219485656358
"2964",3639,151.228301099635,-33.9316154003599,10.3000001907349,-0.699999988079071,8.89999961853027,0.200000002980232,95.6,47,14685,-8211,"2016-08-25 11:09:56","9 ms loop long",9,120.578535,8.92972525861472
"2965",3640,151.228349600689,-33.931619129534,10.3000001907349,-0.800000011920929,8.89999961853027,0.200000002980232,95.2,47,14647,-9024,"2016-08-25 11:09:56","9 ms loop long",9,132.174528,8.93812022911443
"2975",3650,151.228824758807,-33.9316567672706,10.1999998092651,-0.600000023841858,8.89999961853027,0.100000001490116,95.7,47,14679,-9085,"2016-08-25 11:10:01","9 ms loop long",9,133.358715,8.92076192030407
"2976",3651,151.228873853104,-33.9316597349463,10.1999998092651,-0.5,9,0.200000002980232,94.5,47,14679,-9085,"2016-08-25 11:10:02","9 ms loop long",9,133.358715,9.01609671649501
"2979",3654,151.229020439859,-33.9316700341524,10.1999998092651,-0.800000011920929,7.90000009536743,0.100000001490116,97.2,46,14561,-11271,"2016-08-25 11:10:03","9 ms loop long",9,164.117031,7.94103277453109
"2999",3674,151.228848521014,-33.9316475684636,9.89999961853027,0.300000011920929,-8,-0.200000002980232,-83.3,46,14472,-12890,"2016-08-25 11:10:13","9 ms loop long",9,186.54408,8.00812087872958
"3013",3688,151.228194457394,-33.9316016268225,9.60000038146973,0.899999976158142,-8.89999961853027,-0.100000001490116,-83.3,45,14601,-10372,"2016-08-25 11:10:20","9 ms loop long",9,151.441572,8.94594842189589
"3020",3695,151.22786513857,-33.9315770136447,9.60000038146973,0.600000023841858,-9,-0.100000001490116,-82.3,45,14553,-12174,"2016-08-25 11:10:24","9 ms loop long",9,177.168222,9.02053213668175
"3023",3698,151.227716890632,-33.9315642468468,9.60000038146973,0.899999976158142,-8.89999961853027,-0.5,-83.7,45,14627,-8810,"2016-08-25 11:10:25","9 ms loop long",9,128.86387,8.95935227384902
"3024",3699,151.227669251943,-33.9315600382594,9.60000038146973,0.800000011920929,-8.89999961853027,0,-83.1,45,14627,-8810,"2016-08-25 11:10:26","9 ms loop long",9,128.86387,8.93588234193538
"3049",3724,151.227755639422,-33.9315684947935,10.1000003814697,-1.10000002384186,8.89999961853027,0.100000001490116,95.6,44,14567,-10627,"2016-08-25 11:10:38","9 ms loop long",9,154.803509,8.96827705094959
"3050",3725,151.227805070824,-33.9315721373814,10.1000003814697,-1.10000002384186,9,0,95.9,44,14567,-10627,"2016-08-25 11:10:39","9 ms loop long",9,154.803509,9.06697303693201
"3051",3726,151.227854347164,-33.9315770449847,10.1000003814697,-1.29999995231628,8.89999961853027,0,94.7,44,14585,-10184,"2016-08-25 11:10:39","9 ms loop long",9,148.53364,8.99444234435139
"3052",3727,151.227902525929,-33.9315816064743,10.1000003814697,-1.10000002384186,8.89999961853027,0,94.7,44,14585,-10184,"2016-08-25 11:10:40","9 ms loop long",9,148.53364,8.96771951291358
"3053",3728,151.227950585698,-33.9315859258459,10.1000003814697,-1.10000002384186,8.89999961853027,0,95.5,44,14538,-10822,"2016-08-25 11:10:40","9 ms loop long",9,157.330236,8.96771951291358
"3054",3729,151.227999107471,-33.9315902665699,10.1000003814697,-1.10000002384186,8.89999961853027,0,94.6,44,14538,-10822,"2016-08-25 11:10:41","9 ms loop long",9,157.330236,8.96771951291358
"3055",3730,151.228047341373,-33.9315950532197,10.1999998092651,-1.10000002384186,8.89999961853027,0.100000001490116,94.8,44,14611,-10113,"2016-08-25 11:10:41","9 ms loop long",9,147.761043,8.96827705094959
"3056",3731,151.228095540119,-33.9315995709171,10.1999998092651,-1,8.89999961853027,0,95.3,44,14611,-10113,"2016-08-25 11:10:42","9 ms loop long",9,147.761043,8.95600319393863
"3057",3732,151.228143837946,-33.931604037014,10.1999998092651,-1,8.89999961853027,0.100000001490116,95.3,44,14665,-8035,"2016-08-25 11:10:42","9 ms loop long",9,117.833275,8.95656146130517
"3059",3734,151.228240183121,-33.9316107378202,10.3000001907349,-0.899999976158142,8.89999961853027,0.200000002980232,95.6,44,14643,-8468,"2016-08-25 11:10:43","9 ms loop long",9,123.996924,8.9476250015362
"3060",3735,151.228288761196,-33.9316145328788,10.3000001907349,-0.800000011920929,8.89999961853027,0.100000001490116,95.9,44,14643,-8468,"2016-08-25 11:10:44","9 ms loop long",9,123.996924,8.93644186626928
"3061",3736,151.228337405845,-33.9316184267819,10.3000001907349,-0.899999976158142,9,0,95.4,44,14575,-10529,"2016-08-25 11:10:44","9 ms loop long",9,153.460175,9.04488805663645
"3064",3739,151.228482054797,-33.9316290997627,10.3000001907349,-0.699999988079071,8.89999961853027,0.200000002980232,96.2,44,14659,-8692,"2016-08-25 11:10:46","9 ms loop long",9,127.416028,8.92972525861472
"3070",3745,151.228766313774,-33.9316489044881,10,-0.699999988079071,9,0.200000002980232,96.2,43,14668,-7872,"2016-08-25 11:10:49","9 ms loop long",9,115.466496,9.0293964352277
"3072",3747,151.228863822549,-33.931656155819,9.80000019073486,-1,9,0,95.7,43,14551,-10122,"2016-08-25 11:10:50","9 ms loop long",9,147.285222,9.05538513813742
"3073",3748,151.228913070294,-33.9316613681512,9.60000038146973,-1,9,-0.100000001490116,95.2,43,14369,-13607,"2016-08-25 11:10:50","9 ms loop long",9,195.518983,9.0559372789512
"3088",3763,151.229100713579,-33.9316705100434,10.1999998092651,0.400000005960464,-4,0.200000002980232,-84.8,43,14632,-8625,"2016-08-25 11:10:58","9 ms loop long",9,126.201,4.02492236024007
"3092",3767,151.228973634096,-33.9316611422583,9.80000019073486,0.699999988079071,-7,-0.100000001490116,-82.1,43,14516,-11325,"2016-08-25 11:11:00","9 ms loop long",9,164.3937,7.03562363857027
"3093",3768,151.228932485718,-33.9316578443292,9.80000019073486,0.800000011920929,-8,-0.100000001490116,-83.1,43,14352,-12479,"2016-08-25 11:11:00","9 ms loop long",9,179.098608,8.04052237229469
"3110",3785,151.228141609123,-33.9315981534007,9.60000038146973,0.699999988079071,-8.89999961853027,-0.300000011920929,-84.2,42,14492,-10735,"2016-08-25 11:11:09","9 ms loop long",9,155.57162,8.93252445842172
"3111",3786,151.228092560577,-33.9315948792284,9.69999980926514,0.699999988079071,-9,-0.200000002980232,-84,42,14388,-11721,"2016-08-25 11:11:09","9 ms loop long",9,168.641748,9.0293964352277
"3115",3790,151.227892852214,-33.9315806124359,9.80000019073486,0.699999988079071,-8.89999961853027,0,-83.8,42,14563,-9507,"2016-08-25 11:11:11","9 ms loop long",9,138.450441,8.92748526703627
"3116",3791,151.227844386066,-33.9315773478979,9.80000019073486,0.800000011920929,-8.89999961853027,0,-83.5,42,14563,-9507,"2016-08-25 11:11:12","9 ms loop long",9,138.450441,8.93588234193538
"3125",3800,151.227441586869,-33.9315424729524,10,0.200000002980232,-5,0,-85,42,14584,-11255,"2016-08-25 11:11:16","9 ms loop long",9,164.14292,5.00399840139784
"3187",7029,151.226705048735,-33.9313658170187,5.80000019073486,0,0,-3,176.3,80,15590,-12285,"2016-08-25 14:08:07","10 ms loop long",10,191.52315,3
"3197",7039,151.226861136237,-33.9313889851335,10.3999996185303,-0.699999988079071,7.90000009536743,0,99.3,80,15513,-11221,"2016-08-25 14:08:17","10 ms loop long",10,174.071373,7.93095211750242
