id,Longitude,Latitude,Altitude,VelocityX,VelocityY,VelocityZ,Wifi1,Wifi2,Wifi3,Wifi4,Wifi5,Wifi6,Wifi7,Wifi8,DroneHeading,Battery,Voltage,Current,Date,Method
57844,151.226861160562,-33.930940689524,8.30000019073486,-0.100000001490116,0.0,0.0,-100,-102,-100,-100,-101,-100,-102,-108,-90.4,80,15443,-10388,"2016-11-17 16:54:42.199","yaw 100-2"
57845,151.226861174184,-33.930940902015,8.30000019073486,-0.100000001490116,0.0,-0.100000001490116,-100,-98,-92,-100,-101,-101,-101,-108,-90.4,80,15443,-10388,"2016-11-17 16:54:42.298","yaw 100-2"
57846,151.226861150359,-33.9309410322999,8.30000019073486,-0.100000001490116,0.0,-0.100000001490116,-100,-98,-92,-100,-101,-101,-101,-108,-90.2,80,15443,-10388,"2016-11-17 16:54:42.398","yaw 100-2"
57847,151.226860945655,-33.9309414267254,8.30000019073486,-0.100000001490116,-0.100000001490116,-0.100000001490116,-100,-98,-92,-100,-101,-101,-101,-108,-90.0,80,15443,-10388,"2016-11-17 16:54:42.498","yaw 100-2"
57848,151.226860945655,-33.9309414267254,8.30000019073486,-0.100000001490116,-0.100000001490116,-0.100000001490116,-100,-98,-92,-100,-101,-101,-101,-108,-90.0,80,15443,-10388,"2016-11-17 16:54:42.600","yaw 100-2"
57849,151.226860760362,-33.9309417146624,8.30000019073486,-0.100000001490116,-0.100000001490116,0.0,-100,-98,-92,-100,-101,-101,-101,-108,-89.8,80,15443,-10388,"2016-11-17 16:54:42.699","yaw 100-2"
57850,151.226860605415,-33.9309418787934,8.39999961853027,-0.100000001490116,-0.100000001490116,0.0,-100,-98,-92,-100,-101,-101,-101,-108,-89.6,80,15443,-10388,"2016-11-17 16:54:42.802","yaw 100-2"
57851,151.226860496886,-33.9309420682359,8.39999961853027,-0.100000001490116,-0.100000001490116,0.0,-100,-98,-92,-100,-101,-101,-101,-108,-89.6,80,15443,-10388,"2016-11-17 16:54:42.899","yaw 100-2"
57852,151.226860332143,-33.9309422123904,8.39999961853027,0.0,-0.100000001490116,0.0,-100,-98,-92,-100,-101,-101,-101,-108,-89.6,80,15443,-10388,"2016-11-17 16:54:43.000","yaw 100-2"
57853,151.226859927742,-33.9309423353843,8.39999961853027,0.0,-0.100000001490116,0.0,-100,-98,-92,-100,-101,-101,-101,-108,-89.5,80,15420,-10327,"2016-11-17 16:54:43.100","yaw 100-2"
57854,151.226859837862,-33.9309424265012,8.39999961853027,0.0,0.0,0.100000001490116,-100,-98,-92,-100,-101,-101,-101,-108,-89.6,80,15420,-10327,"2016-11-17 16:54:43.201","yaw 100-2"
57855,151.226859837862,-33.9309424265012,8.39999961853027,0.0,0.0,0.100000001490116,-101,-102,-100,-100,-98,-101,-102,-108,-89.6,80,15420,-10327,"2016-11-17 16:54:43.301","yaw 100-2"
57856,151.226859771787,-33.930942392525,8.39999961853027,0.0,0.0,0.0,-101,-102,-100,-100,-98,-101,-102,-108,-89.8,80,15420,-10327,"2016-11-17 16:54:43.402","yaw 100-2"
57857,151.22685974071,-33.930942333178,8.39999961853027,0.0,0.0,0.0,-101,-102,-100,-100,-98,-101,-102,-108,-90.0,80,15420,-10327,"2016-11-17 16:54:43.501","yaw 100-2"
57858,151.226859611961,-33.9309424286721,8.39999961853027,0.0,0.0,0.100000001490116,-101,-102,-100,-100,-98,-101,-102,-108,-89.9,80,15420,-10327,"2016-11-17 16:54:43.602","yaw 100-2"
57859,151.226859485527,-33.930942387653,8.39999961853027,0.0,0.0,0.100000001490116,-101,-102,-100,-100,-98,-101,-102,-108,-89.9,80,15420,-10327,"2016-11-17 16:54:43.702","yaw 100-2"
57860,151.226859519887,-33.9309423251804,8.39999961853027,0.0,0.0,0.0,-101,-102,-100,-100,-98,-101,-102,-108,-89.9,80,15420,-10327,"2016-11-17 16:54:43.804","yaw 100-2"
57861,151.226859320591,-33.9309421969863,8.39999961853027,0.100000001490116,0.0,0.0,-101,-102,-100,-100,-98,-101,-102,-108,-89.8,80,15420,-10327,"2016-11-17 16:54:43.904","yaw 100-2"
57862,151.226859320591,-33.9309421969863,8.39999961853027,0.100000001490116,0.0,0.0,-101,-102,-100,-100,-98,-101,-102,-108,-89.8,80,15420,-10327,"2016-11-17 16:54:44.005","yaw 100-2"
57863,151.226859246137,-33.9309419122439,8.39999961853027,0.100000001490116,0.0,0.0,-101,-102,-100,-100,-98,-101,-102,-108,-89.6,80,15505,-8878,"2016-11-17 16:54:44.106","yaw 100-2"
57864,151.226859255556,-33.9309417800094,8.39999961853027,0.100000001490116,0.0,0.100000001490116,-101,-102,-100,-100,-98,-101,-102,-108,-89.6,80,15505,-8878,"2016-11-17 16:54:44.204","yaw 100-2"
57865,151.22685936014,-33.9309416967288,8.39999961853027,0.0,0.0,0.0,-98,-101,-102,-100,-101,-101,-101,-108,-89.6,80,15505,-8878,"2016-11-17 16:54:44.306","yaw 100-2"
57866,151.22685941619,-33.9309416430887,8.39999961853027,0.0,0.0,0.0,-98,-101,-102,-100,-101,-101,-101,-108,-89.6,80,15505,-8878,"2016-11-17 16:54:44.405","yaw 100-2"
