id,Longitude,Latitude,Altitude,HomeLongitudeINTEGER,HomeLatitudeINTEGER,VelocityX,VelocityY,VelocityZ,Wifi1,Wifi2,Wifi3,Wifi4,Wifi5,Wifi6,Wifi7,Wifi8,DroneHeading,Battery,Voltage,Current,Date,Method
1302,151.227651173206,-33.9315564011652,14.5,,,-0.100000001490116,0.0,0.0,-100,-100,-98,-101,-101,-99,-102,-108,40.3,76,15429,-10796,"2016-09-07 15:56:42.511","updown fast"
1303,151.227651220316,-33.9315564995042,14.5,,,-0.100000001490116,0.0,0.0,-100,-100,-98,-101,-101,-99,-102,-108,40.3,76,15429,-10796,"2016-09-07 15:56:42.594","updown fast"
1304,151.227651252543,-33.9315566236644,14.5,,,-0.100000001490116,0.0,0.0,-100,-100,-98,-101,-101,-99,-102,-108,40.3,76,15429,-10796,"2016-09-07 15:56:42.687","updown fast"
1305,151.22765131218,-33.931556678566,14.5,,,-0.100000001490116,0.0,0.100000001490116,-98,-89,-101,-102,-92,-99,-102,-108,40.2,76,15429,-10796,"2016-09-07 15:56:42.786","updown fast"
1306,151.227651347856,-33.9315567819766,14.5,,,-0.100000001490116,0.0,0.100000001490116,-98,-89,-101,-102,-92,-99,-102,-108,40.2,76,15412,-11069,"2016-09-07 15:56:42.886","updown fast"
1307,151.227651420853,-33.9315569225404,14.5,,,-0.100000001490116,0.0,0.0,-98,-89,-101,-102,-92,-99,-102,-108,40.1,76,15412,-11069,"2016-09-07 15:56:42.991","updown fast"
1308,151.227651457795,-33.9315570162729,14.3999996185303,,,-0.100000001490116,0.0,0.400000005960464,-98,-89,-101,-102,-92,-99,-102,-108,40.0,76,15412,-11069,"2016-09-07 15:56:43.090","updown fast"
1309,151.227651522181,-33.9315570703979,14.3000001907349,,,-0.100000001490116,0.0,0.800000011920929,-98,-89,-101,-102,-92,-99,-102,-108,40.0,76,15412,-11069,"2016-09-07 15:56:43.193","updown fast"
1310,151.2276515696,-33.9315571570582,14.1999998092651,,,0.0,0.0,1.20000004768372,-98,-89,-101,-102,-92,-99,-102,-108,40.1,76,15412,-11069,"2016-09-07 15:56:43.287","updown fast"
1311,151.227651579847,-33.9315572167292,14.1000003814697,,,0.0,0.0,1.5,-98,-89,-101,-102,-92,-99,-102,-108,40.2,76,15412,-11069,"2016-09-07 15:56:43.388","updown fast"
1312,151.22765162621,-33.9315572669172,13.8999996185303,,,0.0,0.100000001490116,1.70000004768372,-98,-89,-101,-102,-92,-99,-102,-108,40.4,76,15412,-11069,"2016-09-07 15:56:43.492","updown fast"
1313,151.22765168425,-33.9315572242012,13.6999998092651,,,0.0,0.0,1.60000002384186,-98,-89,-101,-102,-92,-99,-102,-108,40.9,76,15412,-11069,"2016-09-07 15:56:43.593","updown fast"
1314,151.22765175296,-33.9315572080917,13.5,,,0.0,0.0,1.10000002384186,-98,-89,-101,-102,-92,-99,-102,-108,41.5,76,15412,-11069,"2016-09-07 15:56:43.691","updown fast"
1315,151.227651870761,-33.9315572337957,13.3999996185303,,,0.0,0.0,0.600000023841858,-81,-100,-89,-94,-98,-89,-102,-108,41.8,76,15412,-11069,"2016-09-07 15:56:43.788","updown fast"
1316,151.2276517854,-33.9315572993904,13.3999996185303,,,0.0,0.0,0.0,-81,-100,-89,-94,-98,-89,-102,-108,42.1,76,15412,-11069,"2016-09-07 15:56:43.890","updown fast"
1317,151.227651723205,-33.9315574002003,13.5,,,0.0,-0.100000001490116,-0.5,-81,-100,-89,-94,-98,-89,-102,-108,42.7,76,15412,-11069,"2016-09-07 15:56:43.991","updown fast"
1318,151.227651491504,-33.9315573527743,13.6000003814697,,,-0.100000001490116,-0.100000001490116,-0.200000002980232,-81,-100,-89,-94,-98,-89,-102,-108,42.8,76,15412,-11069,"2016-09-07 15:56:44.091","updown fast"
1319,151.227651562785,-33.931557531298,13.6000003814697,,,-0.100000001490116,0.0,0.0,-81,-100,-89,-94,-98,-89,-102,-108,42.8,76,15412,-11069,"2016-09-07 15:56:44.194","updown fast"
1320,151.227651489476,-33.9315576076185,13.6000003814697,,,-0.100000001490116,0.0,0.0,-81,-100,-89,-94,-98,-89,-102,-108,42.9,76,15412,-11069,"2016-09-07 15:56:44.289","updown fast"
1321,151.227651594304,-33.9315578838412,13.6000003814697,,,-0.100000001490116,0.0,0.0,-81,-100,-89,-94,-98,-89,-102,-108,42.8,76,15412,-11069,"2016-09-07 15:56:44.391","updown fast"
1322,151.227651614835,-33.9315580360679,13.6000003814697,,,-0.100000001490116,0.0,0.0,-81,-100,-89,-94,-98,-89,-102,-108,42.8,76,15412,-11069,"2016-09-07 15:56:44.490","updown fast"
1323,151.227651638983,-33.9315582311149,13.6000003814697,,,-0.100000001490116,0.0,0.0,-81,-100,-89,-94,-98,-89,-102,-108,42.9,76,15412,-11069,"2016-09-07 15:56:44.593","updown fast"
1324,151.227651831606,-33.9315586015462,13.6000003814697,,,-0.100000001490116,0.0,0.0,-81,-100,-89,-94,-98,-89,-102,-108,43.0,76,15412,-11069,"2016-09-07 15:56:44.692","updown fast"
1325,151.227651940732,-33.9315587144947,13.6000003814697,,,-0.100000001490116,0.0,0.0,-100,-95,-101,-101,-101,-95,-102,-108,43.0,76,15412,-11069,"2016-09-07 15:56:44.791","updown fast"
1326,151.227651986891,-33.9315588189414,13.6000003814697,,,-0.100000001490116,0.0,0.200000002980232,-100,-95,-101,-101,-101,-95,-102,-108,43.1,76,15492,-10806,"2016-09-07 15:56:44.892","updown fast"
1327,151.227651951321,-33.9315589374321,13.5,,,0.0,0.0,0.600000023841858,-100,-95,-101,-101,-101,-95,-102,-108,43.0,76,15492,-10806,"2016-09-07 15:56:44.991","updown fast"
1328,151.227652019918,-33.9315590131582,13.3999996185303,,,0.0,0.0,0.899999976158142,-100,-95,-101,-101,-101,-95,-102,-108,43.1,76,15492,-10806,"2016-09-07 15:56:45.091","updown fast"
1329,151.22765224641,-33.9315589856548,13.3999996185303,,,0.0,0.100000001490116,0.699999988079071,-100,-95,-101,-101,-101,-95,-102,-108,43.2,76,15492,-10806,"2016-09-07 15:56:45.192","updown fast"
1330,151.227652354602,-33.9315590097895,13.3000001907349,,,0.0,0.0,0.400000005960464,-100,-95,-101,-101,-101,-95,-102,-108,43.6,76,15492,-10806,"2016-09-07 15:56:45.292","updown fast"
1331,151.227652379755,-33.9315588624132,13.3000001907349,,,0.0,0.0,0.0,-100,-95,-101,-101,-101,-95,-102,-108,44.0,76,15492,-10806,"2016-09-07 15:56:45.392","updown fast"
1332,151.227652345649,-33.9315588061259,13.3999996185303,,,0.0,0.0,-0.600000023841858,-100,-95,-101,-101,-101,-95,-102,-108,44.5,76,15492,-10806,"2016-09-07 15:56:45.493","updown fast"
1333,151.227652272514,-33.9315588054121,13.5,,,0.0,0.0,-0.600000023841858,-100,-95,-101,-101,-101,-95,-102,-108,44.8,76,15492,-10806,"2016-09-07 15:56:45.594","updown fast"
1334,151.227652102773,-33.9315587108796,13.5,,,0.0,-0.100000001490116,-0.300000011920929,-100,-95,-101,-101,-101,-95,-102,-108,44.7,76,15492,-10806,"2016-09-07 15:56:45.693","updown fast"
1335,151.227652178619,-33.9315585498306,13.5,,,0.0,0.0,0.0,-100,-102,-101,-100,-101,-96,-102,-108,44.4,76,15492,-10806,"2016-09-07 15:56:45.793","updown fast"
1336,151.22765211357,-33.9315585799035,13.5,,,0.0,0.0,0.400000005960464,-100,-102,-101,-100,-101,-96,-102,-108,44.0,76,15425,-11036,"2016-09-07 15:56:45.893","updown fast"
1337,151.227652300423,-33.931558465842,13.3999996185303,,,0.0,0.0,0.800000011920929,-100,-102,-101,-100,-101,-96,-102,-108,43.8,76,15425,-11036,"2016-09-07 15:56:45.994","updown fast"
1338,151.227652313827,-33.9315584567108,13.3000001907349,,,0.0,0.0,1.20000004768372,-100,-102,-101,-100,-101,-96,-102,-108,44.0,76,15425,-11036,"2016-09-07 15:56:46.094","updown fast"
1339,151.227652260832,-33.9315584334179,13.1999998092651,,,0.0,0.0,1.5,-100,-102,-101,-100,-101,-96,-102,-108,44.4,76,15425,-11036,"2016-09-07 15:56:46.196","updown fast"
1340,151.2276525232,-33.9315585004277,13,,,0.0,0.0,1.79999995231628,-100,-102,-101,-100,-101,-96,-102,-108,44.2,76,15425,-11036,"2016-09-07 15:56:46.300","updown fast"
1341,151.227652413238,-33.9315584581037,12.6999998092651,,,0.100000001490116,0.0,1.79999995231628,-100,-102,-101,-100,-101,-96,-102,-108,44.0,76,15425,-11036,"2016-09-07 15:56:46.395","updown fast"
