id,Longitude,Latitude,Altitude,VelocityX,VelocityY,VelocityZ,Wifi1,Wifi2,Wifi3,Wifi4,Wifi5,Wifi6,Wifi7,Wifi8,DroneHeading,Battery,Voltage,Current,Date,Method,VelocitySolid
13209,151.22704341194,-33.9309976444713,19.7999992370605,0.0,0.0,0.0,-100,-99,-101,-100,-98,-101,-103,-108,101.2,63,15184,-5764,"2016-10-13 14:11:42.931",11again,11
13210,151.227043489585,-33.9309976637927,19.7999992370605,0.0,0.100000001490116,0.0,-100,-99,-101,-100,-98,-101,-103,-108,101.0,63,15184,-5764,"2016-10-13 14:11:43.026",11again,11
13211,151.227043609533,-33.9309976097439,19.7000007629395,0.0,0.100000001490116,0.0,-100,-99,-101,-100,-98,-101,-103,-108,100.8,63,15184,-5764,"2016-10-13 14:11:43.126",11again,11
13212,151.227043843173,-33.9309975009053,19.7000007629395,0.0,0.100000001490116,0.0,-100,-99,-101,-100,-98,-101,-103,-108,100.7,63,15184,-5764,"2016-10-13 14:11:43.227",11again,11
13213,151.227043968896,-33.9309974766907,19.7000007629395,0.0,0.100000001490116,-0.100000001490116,-100,-99,-101,-100,-98,-101,-103,-108,100.7,63,15184,-5764,"2016-10-13 14:11:43.325",11again,11
13214,151.227044163617,-33.9309974467106,19.7000007629395,0.0,0.100000001490116,0.0,-100,-99,-101,-100,-98,-101,-103,-108,100.8,63,15184,-5764,"2016-10-13 14:11:43.426",11again,11
13215,151.227044299706,-33.9309974504721,19.7000007629395,0.0,0.100000001490116,0.0,-91,-91,-100,-100,-101,-101,-102,-108,100.8,63,15184,-5764,"2016-10-13 14:11:43.526",11again,11
13216,151.227044638257,-33.9309975817304,19.7000007629395,0.0,0.100000001490116,0.0,-91,-91,-100,-100,-101,-101,-102,-108,100.8,63,15184,-5764,"2016-10-13 14:11:43.633",11again,11
13217,151.227044723724,-33.9309976315175,19.7000007629395,0.0,0.100000001490116,0.0,-91,-91,-100,-100,-101,-101,-102,-108,100.9,63,15157,-7077,"2016-10-13 14:11:43.726",11again,11
13218,151.227044905547,-33.9309975111145,19.7000007629395,0.0,0.100000001490116,0.0,-91,-91,-100,-100,-101,-101,-102,-108,101.1,63,15157,-7077,"2016-10-13 14:11:43.831",11again,11
