id,Longitude,Latitude,Altitude,VelocityX,VelocityY,VelocityZ,Wifi1,Wifi2,Wifi3,Wifi4,Wifi5,Wifi6,Wifi7,Wifi8,DroneHeading,Battery,Voltage,Current,Date,Method,VelocitySolid
2987,151.226950719385,-33.9309481549746,19.7999992370605,0.0,0.0,0.0,-98,-101,-100,-101,-101,-98,-103,-108,107.9,52,14754,-10341,"2016-10-12 16:14:26.223",6ms,6
2988,151.226950789047,-33.9309482031402,19.7999992370605,0.0,0.0,0.0,-98,-101,-100,-101,-101,-98,-103,-108,107.9,52,14754,-10341,"2016-10-12 16:14:26.304",6ms,6
2989,151.226950740294,-33.9309482293077,19.7000007629395,0.0,0.0,0.0,-98,-101,-100,-101,-101,-98,-103,-108,107.8,52,14754,-10341,"2016-10-12 16:14:26.405",6ms,6
2990,151.226950740294,-33.9309482293077,19.7000007629395,0.0,0.0,0.0,-98,-101,-100,-101,-101,-98,-103,-108,107.8,52,14754,-10341,"2016-10-12 16:14:26.504",6ms,6
2991,151.226950717716,-33.9309481899363,19.7000007629395,0.0,0.0,0.0,-98,-101,-100,-101,-101,-98,-103,-108,107.4,52,14754,-10341,"2016-10-12 16:14:26.607",6ms,6
2992,151.226950686979,-33.9309482778646,19.7000007629395,0.0,0.0,0.0,-98,-101,-100,-101,-101,-98,-103,-108,107.2,52,14746,-10712,"2016-10-12 16:14:26.705",6ms,6
2993,151.226950686979,-33.9309482778646,19.7000007629395,0.0,0.0,0.0,-98,-101,-100,-101,-101,-98,-103,-108,107.2,52,14746,-10712,"2016-10-12 16:14:26.804",6ms,6
2994,151.226950580097,-33.9309483257309,19.7000007629395,0.0,0.0,0.0,-100,-102,-97,-103,-101,-100,-103,-108,107.1,52,14746,-10712,"2016-10-12 16:14:26.908",6ms,6
2995,151.226950572388,-33.9309482398686,19.7000007629395,0.0,-0.100000001490116,0.0,-100,-102,-97,-103,-101,-100,-103,-108,107.1,52,14746,-10712,"2016-10-12 16:14:27.007",6ms,6
2996,151.226950388934,-33.9309482363829,19.7000007629395,0.0,-0.100000001490116,0.0,-100,-102,-97,-103,-101,-100,-103,-108,107.1,52,14746,-10712,"2016-10-12 16:14:27.109",6ms,6
2997,151.226950388934,-33.9309482363829,19.7000007629395,0.0,-0.100000001490116,0.0,-100,-102,-97,-103,-101,-100,-103,-108,107.1,52,14746,-10712,"2016-10-12 16:14:27.207",6ms,6
2998,151.226950042501,-33.9309482285307,19.7000007629395,0.0,-0.100000001490116,0.0,-100,-102,-97,-103,-101,-100,-103,-108,107.3,52,14746,-10712,"2016-10-12 16:14:27.319",6ms,6
2999,151.226949860654,-33.9309482509509,19.7000007629395,0.0,-0.100000001490116,0.0,-100,-102,-97,-103,-101,-100,-103,-108,107.3,52,14746,-10712,"2016-10-12 16:14:27.407",6ms,6
3000,151.226949627003,-33.9309481759409,19.7000007629395,0.0,-0.100000001490116,0.0,-100,-102,-97,-103,-101,-100,-103,-108,107.2,52,14746,-10712,"2016-10-12 16:14:27.509",6ms,6
3001,151.226949476601,-33.9309480942004,19.7000007629395,0.0,-0.100000001490116,0.0,-100,-102,-97,-103,-101,-100,-103,-108,107.1,52,14746,-10712,"2016-10-12 16:14:27.614",6ms,6
3002,151.226949202439,-33.9309480357777,19.7000007629395,0.0,-0.100000001490116,0.0,-100,-102,-97,-103,-101,-100,-103,-108,107.2,52,14750,-10687,"2016-10-12 16:14:27.713",6ms,6
3003,151.22694901736,-33.930948047392,19.7000007629395,0.0,-0.100000001490116,0.0,-97,-101,-98,-100,-98,-99,-102,-108,107.2,52,14750,-10687,"2016-10-12 16:14:27.807",6ms,6
3004,151.22694885296,-33.9309479034007,19.7000007629395,0.0,-0.100000001490116,0.0,-97,-101,-98,-100,-98,-99,-102,-108,107.3,52,14750,-10687,"2016-10-12 16:14:27.912",6ms,6
3005,151.22694870969,-33.9309479311653,19.7000007629395,0.0,-0.100000001490116,0.0,-97,-101,-98,-100,-98,-99,-102,-108,107.5,52,14750,-10687,"2016-10-12 16:14:28.013",6ms,6
3006,151.226948583309,-33.9309479269544,19.7000007629395,0.0,-0.100000001490116,0.0,-97,-101,-98,-100,-98,-99,-102,-108,107.6,52,14750,-10687,"2016-10-12 16:14:28.112",6ms,6
3007,151.226948416759,-33.9309478523653,19.7000007629395,0.0,-0.100000001490116,0.0,-97,-101,-98,-100,-98,-99,-102,-108,107.5,52,14750,-10687,"2016-10-12 16:14:28.213",6ms,6
3008,151.226948273265,-33.9309478318727,19.7000007629395,0.0,-0.100000001490116,0.0,-97,-101,-98,-100,-98,-99,-102,-108,107.4,52,14750,-10687,"2016-10-12 16:14:28.312",6ms,6
3009,151.226948147313,-33.930947897776,19.7000007629395,0.0,-0.100000001490116,0.0,-97,-101,-98,-100,-98,-99,-102,-108,107.1,52,14750,-10687,"2016-10-12 16:14:28.412",6ms,6
3010,151.226947965972,-33.9309478667596,19.7000007629395,0.0,-0.100000001490116,0.0,-97,-101,-98,-100,-98,-99,-102,-108,104.4,52,14750,-10687,"2016-10-12 16:14:28.517",6ms,6
3011,151.226947819537,-33.9309479430316,19.7000007629395,0.0,-0.100000001490116,0.0,-97,-101,-98,-100,-98,-99,-102,-108,101.9,52,14750,-10687,"2016-10-12 16:14:28.615",6ms,6
3012,151.226947724834,-33.9309479743474,19.7000007629395,0.0,-0.100000001490116,0.0,-97,-101,-98,-100,-98,-99,-102,-108,99.7,52,14757,-10405,"2016-10-12 16:14:28.715",6ms,6
3013,151.226947577573,-33.9309479526341,19.7000007629395,0.0,-0.100000001490116,-0.100000001490116,-100,-100,-101,-100,-100,-93,-102,-108,97.9,52,14757,-10405,"2016-10-12 16:14:28.815",6ms,6
3014,151.226947489828,-33.9309479716413,19.7000007629395,0.0,0.0,0.0,-100,-100,-101,-100,-100,-93,-102,-108,97.4,52,14757,-10405,"2016-10-12 16:14:28.915",6ms,6
3015,151.226947411501,-33.9309480374267,19.6000003814697,0.0,0.0,0.0,-100,-100,-101,-100,-100,-93,-102,-108,97.3,52,14757,-10405,"2016-10-12 16:14:29.016",6ms,6
3016,151.226947430234,-33.9309479128987,19.6000003814697,0.0,0.0,0.0,-100,-100,-101,-100,-100,-93,-102,-108,97.2,52,14757,-10405,"2016-10-12 16:14:29.116",6ms,6
3017,151.226947597673,-33.9309479756581,19.6000003814697,0.0,0.200000002980232,-0.100000001490116,-100,-100,-101,-100,-100,-93,-102,-108,97.3,52,14757,-10405,"2016-10-12 16:14:29.218",6ms,6
3018,151.226947935287,-33.9309480525796,19.6000003814697,0.0,0.400000005960464,0.0,-100,-100,-101,-100,-100,-93,-102,-108,97.2,52,14757,-10405,"2016-10-12 16:14:29.338",6ms,6
3019,151.226948476701,-33.9309480143416,19.7000007629395,-0.100000001490116,0.600000023841858,-0.100000001490116,-100,-100,-101,-100,-100,-93,-102,-108,97.1,52,14757,-10405,"2016-10-12 16:14:29.419",6ms,6
3020,151.226949201987,-33.9309480892466,19.7000007629395,-0.100000001490116,0.800000011920929,-0.100000001490116,-100,-100,-101,-100,-100,-93,-102,-108,96.7,52,14757,-10405,"2016-10-12 16:14:29.517",6ms,6
3021,151.22695025215,-33.9309481918507,19.7000007629395,-0.100000001490116,1.0,-0.100000001490116,-100,-100,-101,-100,-100,-93,-102,-108,96.4,52,14757,-10405,"2016-10-12 16:14:29.618",6ms,6
