id,Longitude,Latitude,Altitude,VelocityX,VelocityY,VelocityZ,Wifi1,Wifi2,Wifi3,Wifi4,Wifi5,Wifi6,Wifi7,Wifi8,DroneHeading,Battery,Voltage,Current,Date,Method
19803,151.228707370488,-33.9315916290273,10,0.0,0.5,0.0,-98,-100,-98,-94,-95,-99,-94,-108,-63.2,31,14506,-9511,"2016-09-19 14:39:50.152","yaw 60 final4"
19804,151.228708483381,-33.9315922895981,10,0.0,0.5,0.0,-98,-100,-98,-94,-95,-99,-94,-108,-63.3,31,14506,-9511,"2016-09-19 14:39:50.219","yaw 60 final4"
19805,151.228708483381,-33.9315922895981,10,0.0,0.5,0.0,-98,-100,-98,-94,-95,-99,-94,-108,-63.3,31,14506,-9511,"2016-09-19 14:39:50.235","yaw 60 final4"
19806,151.228709000082,-33.9315924502103,10,0.0,0.5,0.0,-98,-100,-98,-94,-95,-99,-94,-108,-63.3,31,14506,-9511,"2016-09-19 14:39:50.345","yaw 60 final4"
19807,151.228709000082,-33.9315924502103,10,0.0,0.5,0.0,-98,-100,-98,-94,-95,-99,-94,-108,-63.3,31,14506,-9511,"2016-09-19 14:39:50.358","yaw 60 final4"
19808,151.228709000082,-33.9315924502103,10,0.0,0.5,0.0,-98,-100,-98,-94,-95,-99,-94,-108,-63.3,31,14506,-9511,"2016-09-19 14:39:50.420","yaw 60 final4"
19809,151.228709000082,-33.9315924502103,10,0.0,0.5,0.0,-98,-100,-98,-94,-95,-99,-94,-108,-63.3,31,14506,-9511,"2016-09-19 14:39:50.436","yaw 60 final4"
19810,151.228709570693,-33.9315925152401,10,0.0,0.5,0.0,-98,-100,-98,-94,-95,-99,-94,-108,-63.4,31,14506,-9511,"2016-09-19 14:39:50.520","yaw 60 final4"
19811,151.228709570693,-33.9315925152401,10,0.0,0.5,0.0,-98,-100,-98,-94,-95,-99,-94,-108,-63.4,31,14506,-9511,"2016-09-19 14:39:50.539","yaw 60 final4"
19812,151.228710074073,-33.9315928937138,10,0.0,0.5,0.0,-98,-100,-98,-94,-95,-99,-94,-108,-63.3,31,14492,-10313,"2016-09-19 14:39:50.636","yaw 60 final4"
19813,151.228710074073,-33.9315928937138,10,0.0,0.5,0.0,-98,-100,-98,-94,-95,-99,-94,-108,-63.3,31,14492,-10313,"2016-09-19 14:39:50.651","yaw 60 final4"
19814,151.228710074073,-33.9315928937138,10,0.0,0.5,0.0,-98,-100,-98,-94,-95,-99,-94,-108,-63.3,31,14492,-10313,"2016-09-19 14:39:50.720","yaw 60 final4"
19815,151.228710074073,-33.9315928937138,10,0.0,0.5,0.0,-98,-100,-98,-94,-95,-99,-94,-108,-63.3,31,14492,-10313,"2016-09-19 14:39:50.736","yaw 60 final4"
19816,151.22871116513,-33.9315931135299,10,0.0,0.5,0.0,-98,-100,-98,-94,-95,-99,-94,-108,-63.1,31,14492,-10313,"2016-09-19 14:39:50.835","yaw 60 final4"
19817,151.22871116513,-33.9315931135299,10,0.0,0.5,0.0,-98,-100,-98,-94,-95,-99,-94,-108,-63.1,31,14492,-10313,"2016-09-19 14:39:50.846","yaw 60 final4"
19818,151.228712176626,-33.9315934925087,9.89999961853027,0.0,0.5,0.0,-98,-100,-98,-94,-95,-99,-94,-108,-63.3,31,14492,-10313,"2016-09-19 14:39:50.920","yaw 60 final4"
19819,151.228712176626,-33.9315934925087,9.89999961853027,0.0,0.5,0.0,-98,-100,-98,-94,-95,-99,-94,-108,-63.3,31,14492,-10313,"2016-09-19 14:39:50.938","yaw 60 final4"
19820,151.228712782509,-33.9315934968147,9.89999961853027,0.0,0.5,0.0,-98,-100,-98,-94,-95,-99,-94,-108,-63.4,31,14492,-10313,"2016-09-19 14:39:51.021","yaw 60 final4"
19821,151.228712782509,-33.9315934968147,9.89999961853027,0.0,0.5,0.0,-98,-100,-98,-94,-95,-99,-94,-108,-63.4,31,14492,-10313,"2016-09-19 14:39:51.055","yaw 60 final4"
19822,151.228712782509,-33.9315934968147,9.89999961853027,0.0,0.5,0.0,-96,-102,-96,-100,-100,-100,-102,-108,-63.4,31,14492,-10313,"2016-09-19 14:39:51.121","yaw 60 final4"
19823,151.228712782509,-33.9315934968147,9.89999961853027,0.0,0.5,0.0,-96,-102,-96,-100,-100,-100,-102,-108,-63.4,31,14492,-10313,"2016-09-19 14:39:51.138","yaw 60 final4"
19824,151.228713299053,-33.9315937792415,9.89999961853027,0.0,0.5,0.0,-96,-102,-96,-100,-100,-100,-102,-108,-63.4,31,14492,-10313,"2016-09-19 14:39:51.221","yaw 60 final4"
19825,151.228713299053,-33.9315937792415,9.89999961853027,0.0,0.5,0.0,-96,-102,-96,-100,-100,-100,-102,-108,-63.4,31,14492,-10313,"2016-09-19 14:39:51.240","yaw 60 final4"
19826,151.228713901177,-33.931593781045,9.89999961853027,0.0,0.5,0.0,-96,-102,-96,-100,-100,-100,-102,-108,-63.2,31,14492,-10313,"2016-09-19 14:39:51.326","yaw 60 final4"
19827,151.228713901177,-33.931593781045,9.89999961853027,0.0,0.5,0.0,-96,-102,-96,-100,-100,-100,-102,-108,-63.2,31,14492,-10313,"2016-09-19 14:39:51.342","yaw 60 final4"
19828,151.228714362548,-33.9315938132798,9.89999961853027,0.0,0.5,0.0,-96,-102,-96,-100,-100,-100,-102,-108,-63.0,31,14492,-10313,"2016-09-19 14:39:51.422","yaw 60 final4"
19829,151.228714362548,-33.9315938132798,9.89999961853027,0.0,0.5,0.0,-96,-102,-96,-100,-100,-100,-102,-108,-63.0,31,14492,-10313,"2016-09-19 14:39:51.439","yaw 60 final4"
