id,Longitude,Latitude,Altitude,VelocityX,VelocityY,VelocityZ,Wifi1,Wifi2,Wifi3,Wifi4,Wifi5,Wifi6,Wifi7,Wifi8,DroneHeading,Battery,Voltage,Current,Date,Method,symbol
2710,151.2275351,-33.93112363,10.19999981,2.700000048,9.600000381,0,-102,-102,-101,-101,-102,-99,-103,-108,-8.5,47,14518,-10976,59:06.5,9.945219,no_icon
2711,151.2275455,-33.9311211,10.19999981,2.700000048,9.600000381,0,-97,-102,-100,-100,-101,-100,-102,-108,-8.5,47,14518,-10976,59:06.6,9.945219,no_icon
2712,151.227556,-33.93111862,10.19999981,2.599999905,9.600000381,0,-97,-102,-100,-100,-101,-100,-102,-108,-8.5,47,14518,-10976,59:06.7,9.945219,no_icon
2713,151.2275664,-33.93111624,10.19999981,2.599999905,9.600000381,0,-97,-102,-100,-100,-101,-100,-102,-108,-8.5,47,14518,-10976,59:06.8,9.945219,no_icon
2714,151.2275769,-33.93111382,10.19999981,2.599999905,9.600000381,0,-97,-102,-100,-100,-101,-100,-102,-108,-8.5,47,14518,-10976,59:06.9,9.945219,no_icon
2715,151.2275872,-33.93111148,10.30000019,2.599999905,9.600000381,0,-97,-102,-100,-100,-101,-100,-102,-108,-8.4,47,14518,-10976,59:07.0,9.925462,googleblank
2716,151.2275977,-33.93110908,10.30000019,2.599999905,9.600000381,0,-97,-102,-100,-100,-101,-100,-102,-108,-8.4,47,14518,-10976,59:07.1,9.925462,no_icon
2717,151.2276082,-33.93110674,10.30000019,2.599999905,9.600000381,0,-97,-102,-100,-100,-101,-100,-102,-108,-8.3,47,14518,-10976,59:07.2,9.925462,no_icon
2718,151.2276187,-33.93110439,10.30000019,2.599999905,9.699999809,0,-97,-102,-100,-100,-101,-100,-102,-108,-8.3,47,14518,-10976,59:07.3,9.925462,no_icon
2719,151.2276291,-33.93110208,10.39999962,2.400000095,9.699999809,0,-97,-102,-100,-100,-101,-100,-102,-108,-7.6,47,14518,-10976,59:07.4,9.925462,no_icon
2720,151.2276397,-33.93109999,10.39999962,2.099999905,9.699999809,0,-97,-102,-100,-100,-101,-100,-102,-108,-7.1,47,14518,-10976,59:07.5,9.925462,no_icon
2721,151.2276502,-33.93109815,10.39999962,1.700000048,9.699999809,0,-101,-102,-96,-101,-102,-102,-102,-108,-6.9,47,14518,-10976,59:07.6,9.925462,no_icon
2722,151.2276609,-33.93109677,10.39999962,1.299999952,9.800000191,0,-101,-102,-96,-101,-102,-102,-102,-108,-6.9,47,14518,-10976,59:07.7,9.925462,no_icon
2723,151.2276716,-33.93109581,10.39999962,1,9.899999619,0.100000001,-101,-102,-96,-101,-102,-102,-102,-108,-7.1,47,14497,-11229,59:07.8,9.925462,no_icon
2724,151.2276824,-33.93109493,10.39999962,0.699999988,9.899999619,0.100000001,-101,-102,-96,-101,-102,-102,-102,-108,-7.5,47,14497,-11229,59:07.9,9.925462,no_icon
2725,151.2276932,-33.93109446,10.5,0.699999988,9.899999619,0,-101,-102,-96,-101,-102,-102,-102,-108,-8.1,47,14497,-11229,59:08.0,9.925462,no_icon
2726,151.2277041,-33.93109384,10.39999962,0.600000024,10,0,-101,-102,-96,-101,-102,-102,-102,-108,-8.5,47,14497,-11229,59:08.1,9.925462,no_icon
2727,151.227715,-33.93109374,10.39999962,0.600000024,10,0,-101,-102,-96,-101,-102,-102,-102,-108,-8.9,47,14497,-11229,59:08.2,9.925462,no_icon
2728,151.2277259,-33.93109282,10.39999962,0.600000024,10,0,-101,-102,-96,-101,-102,-102,-102,-108,-8.9,47,14497,-11229,59:08.3,9.925462,no_icon
2729,151.227737,-33.93109275,10.39999962,0.5,10.10000038,0,-101,-102,-96,-101,-102,-102,-102,-108,-8.9,47,14497,-11229,59:08.4,9.925462,no_icon
2730,151.227748,-33.93109225,10.39999962,0.5,10,0,-101,-102,-96,-101,-102,-102,-102,-108,-8.8,47,14497,-11229,59:08.5,9.925462,no_icon
2731,151.2277589,-33.93109212,10.39999962,0.400000006,10,0,-94,-102,-102,-101,-102,-101,-102,-108,-8.5,47,14497,-11229,59:08.6,9.925462,no_icon
2732,151.2277698,-33.93109176,10.39999962,0.300000012,10,0.100000001,-94,-102,-102,-101,-102,-101,-102,-108,-8.3,47,14497,-11229,59:08.7,9.925462,no_icon
2733,151.2277808,-33.93109166,10.30000019,0.300000012,10,0.100000001,-94,-102,-102,-101,-102,-101,-102,-108,-8.1,47,14511,-11197,59:08.8,9.925462,no_icon
2734,151.2277917,-33.93109164,10.30000019,0.300000012,9.899999619,0,-94,-102,-102,-101,-102,-101,-102,-108,-8,47,14511,-11197,59:08.9,9.925462,no_icon
2735,151.2278026,-33.93109155,10.30000019,0.200000003,10,0,-94,-102,-102,-101,-102,-101,-102,-108,-8,47,14511,-11197,59:09.0,9.925462,no_icon
2736,151.2278135,-33.93109129,10.30000019,0.300000012,10,0,-94,-102,-102,-101,-102,-101,-102,-108,-8,47,14511,-11197,59:09.1,9.925462,no_icon
2737,151.2278244,-33.93109137,10.39999962,0.200000003,10,0,-94,-102,-102,-101,-102,-101,-102,-108,-8.1,47,14511,-11197,59:09.2,9.925462,no_icon
2738,151.2278353,-33.9310911,10.30000019,0.300000012,10,0,-94,-102,-102,-101,-102,-101,-102,-108,-8,47,14511,-11197,59:09.3,9.925462,no_icon
2739,151.2278459,-33.93109078,10.30000019,0.300000012,9.899999619,0.100000001,-94,-102,-102,-101,-102,-101,-102,-108,-8.1,47,14511,-11197,59:09.4,9.925462,no_icon
2740,151.2278569,-33.9310906,10.39999962,0.300000012,9.899999619,0,-94,-102,-102,-101,-102,-101,-102,-108,-8.2,47,14511,-11197,59:09.5,9.925462,no_icon
2741,151.2278676,-33.93109035,10.39999962,0.300000012,10,0,-98,-97,-102,-101,-102,-102,-103,-108,-8.3,47,14511,-11197,59:09.6,9.925462,no_icon
2742,151.2278785,-33.93108997,10.30000019,0.400000006,10,0,-98,-97,-102,-101,-102,-102,-103,-108,-8.4,47,14511,-11197,59:09.7,9.925462,no_icon
2743,151.2278892,-33.93108956,10.39999962,0.400000006,10,0,-98,-97,-102,-101,-102,-102,-103,-108,-8.3,47,14489,-11601,59:09.8,9.925462,no_icon
2744,151.2279001,-33.93108911,10.39999962,0.5,10,0,-98,-97,-102,-101,-102,-102,-103,-108,-8.3,47,14489,-11601,59:09.9,9.925462,no_icon
2745,151.2279109,-33.93108864,10.39999962,0.400000006,10,0,-98,-97,-102,-101,-102,-102,-103,-108,-8.3,47,14489,-11601,59:10.0,9.90268,googleblank
2746,151.2279217,-33.93108822,10.39999962,0.400000006,10,0,-98,-97,-102,-101,-102,-102,-103,-108,-8.3,47,14489,-11601,59:10.1,9.90268,no_icon
2747,151.2279324,-33.93108778,10.5,0.400000006,10,0.100000001,-98,-97,-102,-101,-102,-102,-103,-108,-8.3,47,14489,-11601,59:10.2,9.90268,no_icon
2748,151.2279433,-33.93108734,10.5,0.400000006,10,0.100000001,-98,-97,-102,-101,-102,-102,-103,-108,-8.6,47,14489,-11601,59:10.3,9.90268,no_icon
2749,151.227954,-33.93108669,10.5,0.699999988,10,0.100000001,-98,-97,-102,-101,-102,-102,-103,-108,-9.8,47,14489,-11601,59:10.4,9.90268,no_icon
2750,151.2279649,-33.93108579,10.5,1.200000048,9.899999619,0.100000001,-98,-97,-102,-101,-102,-102,-103,-108,-10.6,47,14489,-11601,59:10.5,9.90268,no_icon
2751,151.2279756,-33.93108441,10.5,1.799999952,9.800000191,0.200000003,-101,-99,-100,-100,-102,-102,-102,-108,-10.9,47,14489,-11601,59:10.6,9.90268,no_icon
2752,151.2279862,-33.93108248,10.5,2.400000095,9.699999809,0.200000003,-101,-99,-100,-100,-102,-102,-102,-108,-10.7,47,14489,-11601,59:10.7,9.90268,no_icon
2753,151.2279965,-33.93108003,10.5,2.599999905,9.600000381,0.100000001,-101,-99,-100,-100,-102,-102,-102,-108,-10,47,14563,-9503,59:10.8,9.90268,no_icon
2754,151.228007,-33.9310775,10.5,2.799999952,9.600000381,0.100000001,-101,-99,-100,-100,-102,-102,-102,-108,-9.2,47,14563,-9503,59:10.9,9.90268,no_icon
2755,151.2280173,-33.93107485,10.5,2.700000048,9.600000381,0.100000001,-101,-99,-100,-100,-102,-102,-102,-108,-8.7,47,14563,-9503,59:11.0,9.90268,no_icon
2756,151.2280278,-33.93107235,10.5,2.700000048,9.600000381,0.100000001,-101,-99,-100,-100,-102,-102,-102,-108,-8.4,47,14563,-9503,59:11.1,9.90268,no_icon
2757,151.2280381,-33.9310693,10.60000038,2.700000048,9.600000381,0.100000001,-101,-99,-100,-100,-102,-102,-102,-108,-8.3,47,14563,-9503,59:11.2,9.90268,no_icon
2758,151.2280486,-33.93106675,10.60000038,2.799999952,9.600000381,0.200000003,-101,-99,-100,-100,-102,-102,-102,-108,-8.6,47,14563,-9503,59:11.3,9.90268,no_icon
2759,151.228059,-33.93106415,10.60000038,3,9.699999809,0.200000003,-101,-99,-100,-100,-102,-102,-102,-108,-8.8,47,14563,-9503,59:11.4,9.90268,no_icon
2760,151.2280695,-33.93106137,10.60000038,3.099999905,9.699999809,0.200000003,-101,-99,-100,-100,-102,-102,-102,-108,-8.7,47,14563,-9503,59:11.5,9.90268,no_icon
2761,151.2280798,-33.93105816,10.60000038,3.200000048,9.600000381,0.200000003,-100,-102,-101,-101,-102,-102,-100,-108,-8.3,47,14563,-9503,59:11.6,9.90268,no_icon
2762,151.2280903,-33.93105507,10.60000038,3.200000048,9.600000381,0.200000003,-100,-102,-101,-101,-102,-102,-100,-108,-8.2,47,14563,-9503,59:11.7,9.90268,no_icon
2763,151.2281005,-33.9310519,10.60000038,3.099999905,9.5,0.100000001,-100,-102,-101,-101,-102,-102,-100,-108,-8.1,47,14563,-9859,59:11.8,9.90268,no_icon
2764,151.228111,-33.93104904,10.60000038,3.099999905,9.5,0.100000001,-100,-102,-101,-101,-102,-102,-100,-108,-8,47,14563,-9859,59:11.9,9.90268,no_icon
2765,151.2281212,-33.93104567,10.60000038,3.099999905,9.600000381,0.100000001,-100,-102,-101,-101,-102,-102,-100,-108,-7.8,47,14563,-9859,59:12.0,9.90268,no_icon
2766,151.2281316,-33.9310429,10.60000038,3,9.600000381,0.100000001,-100,-102,-101,-101,-102,-102,-100,-108,-7.6,47,14563,-9859,59:12.1,9.90268,no_icon
2767,151.2281419,-33.93103996,10.60000038,3,9.600000381,0.100000001,-100,-102,-101,-101,-102,-102,-100,-108,-7.5,47,14563,-9859,59:12.2,9.90268,no_icon
2768,151.2281524,-33.93103709,10.60000038,2.900000095,9.600000381,0.100000001,-100,-102,-101,-101,-102,-102,-100,-108,-7.3,47,14563,-9859,59:12.3,9.90268,no_icon
2769,151.2281628,-33.93103444,10.69999981,2.799999952,9.600000381,0.100000001,-100,-102,-101,-101,-102,-102,-100,-108,-7.3,47,14563,-9859,59:12.4,9.90268,no_icon
2770,151.2281732,-33.93103188,10.69999981,2.700000048,9.600000381,0.100000001,-100,-102,-101,-101,-102,-102,-100,-108,-7.2,47,14563,-9859,59:12.5,9.90268,no_icon
2771,151.2281838,-33.93102914,10.69999981,2.700000048,9.600000381,0.100000001,-101,-102,-101,-101,-102,-100,-103,-108,-7.2,47,14563,-9859,59:12.6,9.90268,no_icon
2772,151.2281943,-33.93102668,10.69999981,2.700000048,9.600000381,0.200000003,-101,-102,-101,-101,-102,-100,-103,-108,-7.2,47,14563,-9859,59:12.7,9.90268,no_icon
2773,151.2282047,-33.93102439,10.69999981,2.599999905,9.699999809,0.200000003,-101,-102,-101,-101,-102,-100,-103,-108,-7.4,47,14488,-12026,59:12.8,9.90268,no_icon
2774,151.2282153,-33.93102186,10.69999981,2.5,9.699999809,0.200000003,-101,-102,-101,-101,-102,-100,-103,-108,-7.4,47,14488,-12026,59:12.9,9.90268,no_icon
2775,151.2282259,-33.93101964,10.69999981,2.5,9.699999809,0.200000003,-101,-102,-101,-101,-102,-100,-103,-108,-7.5,47,14488,-12026,59:13.0,9.8768835,googleblank
2776,151.2282365,-33.93101736,10.60000038,2.5,9.699999809,0.200000003,-101,-102,-101,-101,-102,-100,-103,-108,-7.7,47,14488,-12026,59:13.1,9.8768835,no_icon
