id,Longitude,Latitude,Altitude,VelocityX,VelocityY,VelocityZ,Wifi1,Wifi2,Wifi3,Wifi4,Wifi5,Wifi6,Wifi7,Wifi8,DroneHeading,Battery,Voltage,Current,Date,Method,VelocitySolid
4433,151.226750840926,-33.9311077751183,10.3999996185303,0.0,0.0,0.0,-98,-100,-100,-99,-100,-94,-102,-108,98.1,45,14557,-10494,"2016-11-16 14:44:56.615","speed 2 -2",2
4434,151.226750840926,-33.9311077751183,10.3999996185303,0.0,0.0,0.0,-98,-100,-100,-99,-100,-94,-102,-108,98.1,45,14557,-10494,"2016-11-16 14:44:56.696","speed 2 -2",2
4435,151.226750827201,-33.9311077894413,10.3999996185303,0.0,0.0,0.0,-98,-100,-100,-99,-100,-94,-102,-108,98.1,45,14569,-10276,"2016-11-16 14:44:56.797","speed 2 -2",2
4436,151.226750916796,-33.9311077056797,10.3999996185303,0.0,0.0,0.0,-98,-100,-100,-99,-100,-94,-102,-108,98.1,45,14569,-10276,"2016-11-16 14:44:56.897","speed 2 -2",2
4437,151.226750947246,-33.9311076670165,10.3999996185303,0.0,0.0,0.100000001490116,-98,-100,-100,-99,-100,-94,-102,-108,98.1,45,14569,-10276,"2016-11-16 14:44:56.997","speed 2 -2",2
4438,151.226751033538,-33.9311076877526,10.3999996185303,0.0,0.0,0.0,-97,-101,-101,-99,-100,-99,-101,-108,98.1,45,14569,-10276,"2016-11-16 14:44:57.098","speed 2 -2",2
4439,151.226751021809,-33.9311077079558,10.3999996185303,0.0,0.0,0.100000001490116,-97,-101,-101,-99,-100,-99,-101,-108,98.1,45,14569,-10276,"2016-11-16 14:44:57.198","speed 2 -2",2
4440,151.226751144182,-33.9311077038659,10.3999996185303,0.0,0.0,0.0,-97,-101,-101,-99,-100,-99,-101,-108,98.1,45,14569,-10276,"2016-11-16 14:44:57.298","speed 2 -2",2
4441,151.226751131978,-33.9311077222128,10.3999996185303,0.0,0.0,0.0,-97,-101,-101,-99,-100,-99,-101,-108,98.1,45,14569,-10276,"2016-11-16 14:44:57.399","speed 2 -2",2
4442,151.226751218709,-33.9311077375515,10.3000001907349,0.0,0.0,0.0,-97,-101,-101,-99,-100,-99,-101,-108,98.1,45,14569,-10276,"2016-11-16 14:44:57.500","speed 2 -2",2
4443,151.226751223459,-33.9311077315367,10.3999996185303,0.0,0.0,0.0,-97,-101,-101,-99,-100,-99,-101,-108,98.1,45,14569,-10276,"2016-11-16 14:44:57.599","speed 2 -2",2
4444,151.226751312174,-33.9311077336651,10.3000001907349,0.0,0.0,0.0,-97,-101,-101,-99,-100,-99,-101,-108,98.0,45,14569,-10276,"2016-11-16 14:44:57.700","speed 2 -2",2
4445,151.226751305564,-33.9311077277251,10.3000001907349,0.0,0.0,0.100000001490116,-97,-101,-101,-99,-100,-99,-101,-108,98.0,45,14564,-10372,"2016-11-16 14:44:57.799","speed 2 -2",2
4446,151.226751321057,-33.9311077078004,10.3000001907349,0.0,0.0,0.0,-97,-101,-101,-99,-100,-99,-101,-108,98.0,45,14564,-10372,"2016-11-16 14:44:57.900","speed 2 -2",2
4447,151.226751317465,-33.9311077023085,10.3000001907349,0.0,0.0,0.0,-97,-101,-101,-99,-100,-99,-101,-108,97.9,45,14564,-10372,"2016-11-16 14:44:58.000","speed 2 -2",2
4448,151.226751409816,-33.9311077055439,10.3000001907349,0.0,0.0,0.0,-99,-100,-100,-98,-101,-97,-102,-108,97.9,45,14564,-10372,"2016-11-16 14:44:58.100","speed 2 -2",2
4449,151.226751413241,-33.931107690878,10.3000001907349,0.0,0.0,0.0,-99,-100,-100,-98,-101,-97,-102,-108,97.9,45,14564,-10372,"2016-11-16 14:44:58.200","speed 2 -2",2
4450,151.226751504478,-33.9311077028087,10.3000001907349,0.0,0.0,0.0,-99,-100,-100,-98,-101,-97,-102,-108,98.0,45,14564,-10372,"2016-11-16 14:44:58.301","speed 2 -2",2
4451,151.226751497833,-33.9311077162124,10.3000001907349,0.0,0.0,0.0,-99,-100,-100,-98,-101,-97,-102,-108,98.0,45,14564,-10372,"2016-11-16 14:44:58.405","speed 2 -2",2
4452,151.226751597253,-33.931107630722,10.3000001907349,0.0,0.0,0.0,-99,-100,-100,-98,-101,-97,-102,-108,98.0,45,14564,-10372,"2016-11-16 14:44:58.501","speed 2 -2",2
4453,151.22675162544,-33.9311076124588,10.3000001907349,0.0,0.0,0.0,-99,-100,-100,-98,-101,-97,-102,-108,98.0,45,14564,-10372,"2016-11-16 14:44:58.601","speed 2 -2",2
4454,151.226751724761,-33.9311076280853,10.3000001907349,0.0,0.0,0.0,-99,-100,-100,-98,-101,-97,-102,-108,98.0,45,14564,-10372,"2016-11-16 14:44:58.703","speed 2 -2",2
4455,151.226751720128,-33.9311076454987,10.3000001907349,0.0,0.0,0.0,-99,-100,-100,-98,-101,-97,-102,-108,98.0,45,14556,-10324,"2016-11-16 14:44:58.803","speed 2 -2",2
4456,151.226751862418,-33.9311076389299,10.3000001907349,0.0,0.0,0.0,-99,-100,-100,-98,-101,-97,-102,-108,97.9,45,14556,-10324,"2016-11-16 14:44:58.905","speed 2 -2",2
4457,151.226751862418,-33.9311076389299,10.3000001907349,0.0,0.0,0.0,-99,-100,-100,-98,-101,-97,-102,-108,97.9,45,14556,-10324,"2016-11-16 14:44:59.003","speed 2 -2",2
4458,151.226751948762,-33.9311076431374,10.3000001907349,0.0,0.0,0.100000001490116,-99,-97,-101,-99,-100,-98,-102,-108,97.9,45,14556,-10324,"2016-11-16 14:44:59.105","speed 2 -2",2
4459,151.226751931086,-33.9311076077242,10.3000001907349,0.0,0.0,0.0,-99,-97,-101,-99,-100,-98,-102,-108,98.0,45,14556,-10324,"2016-11-16 14:44:59.208","speed 2 -2",2
4460,151.226751908827,-33.9311076081803,10.3000001907349,0.0,0.0,0.0,-99,-97,-101,-99,-100,-98,-102,-108,98.0,45,14556,-10324,"2016-11-16 14:44:59.315","speed 2 -2",2
4461,151.226751976574,-33.9311075937429,10.3000001907349,0.0,0.0,0.0,-99,-97,-101,-99,-100,-98,-102,-108,98.1,45,14556,-10324,"2016-11-16 14:44:59.415","speed 2 -2",2
4462,151.226751976574,-33.9311075937429,10.3000001907349,0.0,0.0,0.0,-99,-97,-101,-99,-100,-98,-102,-108,98.1,45,14556,-10324,"2016-11-16 14:44:59.507","speed 2 -2",2
4463,151.226751954011,-33.9311076002335,10.3000001907349,0.0,0.0,0.0,-99,-97,-101,-99,-100,-98,-102,-108,98.0,45,14556,-10324,"2016-11-16 14:44:59.607","speed 2 -2",2
4464,151.226752037753,-33.9311076084908,10.3000001907349,0.0,0.0,0.0,-99,-97,-101,-99,-100,-98,-102,-108,98.0,45,14556,-10354,"2016-11-16 14:44:59.707","speed 2 -2",2
4465,151.226751930149,-33.9311076235825,10.3000001907349,0.0,0.0,0.0,-99,-97,-101,-99,-100,-98,-102,-108,98.0,45,14556,-10354,"2016-11-16 14:44:59.816","speed 2 -2",2
4466,151.226751929676,-33.9311076425256,10.3000001907349,0.0,0.0,0.0,-99,-97,-101,-99,-100,-98,-102,-108,98.1,45,14556,-10354,"2016-11-16 14:44:59.909","speed 2 -2",2
4467,151.226751922033,-33.9311076622885,10.3000001907349,0.0,0.0,0.0,-98,-101,-100,-98,-100,-100,-101,-108,98.1,45,14556,-10354,"2016-11-16 14:45:00.007","speed 2 -2",2
4468,151.226751927428,-33.9311076803155,10.1999998092651,0.0,0.0,0.0,-98,-101,-100,-98,-100,-100,-101,-108,98.1,45,14556,-10354,"2016-11-16 14:45:00.115","speed 2 -2",2
4469,151.226751930784,-33.9311076979247,10.1999998092651,0.0,0.0,0.0,-98,-101,-100,-98,-100,-100,-101,-108,98.1,45,14556,-10354,"2016-11-16 14:45:00.209","speed 2 -2",2
4470,151.226751943404,-33.9311076611638,10.1999998092651,0.0,0.0,0.0,-98,-101,-100,-98,-100,-100,-101,-108,98.1,45,14556,-10354,"2016-11-16 14:45:00.308","speed 2 -2",2
4471,151.226751945284,-33.9311077792366,10.1999998092651,0.0,0.0,0.0,-98,-101,-100,-98,-100,-100,-101,-108,98.1,45,14556,-10354,"2016-11-16 14:45:00.417","speed 2 -2",2
4472,151.226751948203,-33.9311077940599,10.1999998092651,0.0,0.0,0.0,-98,-101,-100,-98,-100,-100,-101,-108,98.1,45,14556,-10354,"2016-11-16 14:45:00.514","speed 2 -2",2
4473,151.226751947825,-33.9311078901599,10.1999998092651,0.0,0.0,0.0,-98,-101,-100,-98,-100,-100,-101,-108,98.1,45,14556,-10354,"2016-11-16 14:45:00.611","speed 2 -2",2
4474,151.226751955405,-33.9311078907448,10.1999998092651,0.0,0.0,0.0,-98,-101,-100,-98,-100,-100,-101,-108,98.0,45,14564,-10326,"2016-11-16 14:45:00.713","speed 2 -2",2
4475,151.226751963046,-33.9311078879672,10.1999998092651,0.0,0.0,0.0,-98,-101,-100,-98,-100,-100,-101,-108,98.0,45,14564,-10326,"2016-11-16 14:45:00.809","speed 2 -2",2
4476,151.226751943823,-33.9311078974964,10.1999998092651,0.0,0.0,0.0,-98,-101,-100,-98,-100,-100,-101,-108,98.0,45,14564,-10326,"2016-11-16 14:45:00.915","speed 2 -2",2
4477,151.226751932613,-33.9311079913242,10.1999998092651,0.0,0.0,0.0,-96,-101,-100,-94,-100,-98,-102,-108,97.9,45,14564,-10326,"2016-11-16 14:45:01.009","speed 2 -2",2
4478,151.226751905989,-33.9311079867984,10.1999998092651,0.0,0.0,0.0,-96,-101,-100,-94,-100,-98,-102,-108,98.0,45,14564,-10326,"2016-11-16 14:45:01.123","speed 2 -2",2
4479,151.226751868113,-33.9311079576044,10.1999998092651,0.0,0.0,0.0,-96,-101,-100,-94,-100,-98,-102,-108,98.0,45,14564,-10326,"2016-11-16 14:45:01.216","speed 2 -2",2
4480,151.226751852766,-33.9311079674792,10.1999998092651,0.0,0.0,0.0,-96,-101,-100,-94,-100,-98,-102,-108,98.0,45,14564,-10326,"2016-11-16 14:45:01.316","speed 2 -2",2
4481,151.226751859603,-33.9311080773861,10.1999998092651,0.0,0.0,0.0,-96,-101,-100,-94,-100,-98,-102,-108,98.0,45,14564,-10326,"2016-11-16 14:45:01.412","speed 2 -2",2
4482,151.226751884683,-33.931108083373,10.1999998092651,0.0,0.0,0.0,-96,-101,-100,-94,-100,-98,-102,-108,98.0,45,14564,-10326,"2016-11-16 14:45:01.510","speed 2 -2",2
4483,151.226751848743,-33.9311080571977,10.1999998092651,0.0,0.0,0.0,-96,-101,-100,-94,-100,-98,-102,-108,97.9,45,14564,-10326,"2016-11-16 14:45:01.610","speed 2 -2",2
4484,151.226751895502,-33.931108057052,10.1999998092651,0.0,0.0,0.0,-96,-101,-100,-94,-100,-98,-102,-108,97.9,45,14568,-10154,"2016-11-16 14:45:01.714","speed 2 -2",2
4485,151.226751944418,-33.9311080623495,10.1999998092651,0.0,0.0,0.0,-96,-101,-100,-94,-100,-98,-102,-108,97.8,45,14568,-10154,"2016-11-16 14:45:01.811","speed 2 -2",2
4486,151.226751986546,-33.9311080379122,10.1999998092651,0.0,0.0,0.0,-96,-101,-100,-94,-100,-98,-102,-108,99.1,45,14568,-10154,"2016-11-16 14:45:01.915","speed 2 -2",2
4487,151.226752124281,-33.9311080618373,10.1999998092651,0.0,0.0,0.0,-100,-102,-100,-101,-99,-100,-96,-108,102.3,45,14568,-10154,"2016-11-16 14:45:02.011","speed 2 -2",2
4488,151.226752136474,-33.9311080933432,10.1999998092651,0.0,0.0,0.0,-100,-102,-100,-101,-99,-100,-96,-108,105.0,45,14568,-10154,"2016-11-16 14:45:02.111","speed 2 -2",2
4489,151.226752136474,-33.9311080933432,10.1999998092651,0.0,0.0,0.0,-100,-102,-100,-101,-99,-100,-96,-108,105.0,45,14568,-10154,"2016-11-16 14:45:02.211","speed 2 -2",2
4490,151.226752180427,-33.9311081317555,10.1999998092651,0.0,0.0,0.0,-100,-102,-100,-101,-99,-100,-96,-108,108.3,45,14568,-10154,"2016-11-16 14:45:02.311","speed 2 -2",2
4491,151.226752365242,-33.9311081665529,10.1999998092651,0.0,0.0,0.0,-100,-102,-100,-101,-99,-100,-96,-108,108.8,45,14568,-10154,"2016-11-16 14:45:02.415","speed 2 -2",2
4492,151.226752404859,-33.9311081680135,10.1999998092651,-0.100000001490116,0.100000001490116,0.0,-100,-102,-100,-101,-99,-100,-96,-108,109.1,45,14568,-10154,"2016-11-16 14:45:02.513","speed 2 -2",2
4493,151.226752710324,-33.9311083464163,10.1999998092651,-0.100000001490116,0.200000002980232,0.0,-100,-102,-100,-101,-99,-100,-96,-108,109.3,45,14568,-10154,"2016-11-16 14:45:02.614","speed 2 -2",2
4494,151.226752710324,-33.9311083464163,10.1999998092651,-0.100000001490116,0.200000002980232,0.0,-100,-102,-100,-101,-99,-100,-96,-108,109.3,45,14568,-10154,"2016-11-16 14:45:02.715","speed 2 -2",2
4495,151.226752710324,-33.9311083464163,10.1999998092651,-0.100000001490116,0.200000002980232,0.0,-100,-102,-100,-101,-99,-100,-96,-108,109.3,45,14568,-10154,"2016-11-16 14:45:02.814","speed 2 -2",2
4496,151.226754190054,-33.9311088426012,10.1999998092651,-0.300000011920929,0.600000023841858,0.0,-100,-102,-100,-101,-99,-100,-96,-108,109.8,45,14568,-10154,"2016-11-16 14:45:02.913","speed 2 -2",2
4497,151.226755236508,-33.9311092789837,10.1999998092651,-0.300000011920929,0.800000011920929,0.0,-95,-97,-99,-98,-100,-99,-102,-108,109.8,45,14568,-10154,"2016-11-16 14:45:03.013","speed 2 -2",2
4498,151.226755236508,-33.9311092789837,10.1999998092651,-0.300000011920929,0.800000011920929,0.0,-95,-97,-99,-98,-100,-99,-102,-108,109.8,45,14568,-10154,"2016-11-16 14:45:03.115","speed 2 -2",2
4499,151.226757663727,-33.9311100942878,10.1999998092651,-0.5,1.20000004768372,0.0,-95,-97,-99,-98,-100,-99,-102,-108,109.9,45,14568,-10154,"2016-11-16 14:45:03.214","speed 2 -2",2
