id,Longitude,Latitude,Altitude,VelocityX,VelocityY,VelocityZ,Wifi1,Wifi2,Wifi3,Wifi4,Wifi5,Wifi6,Wifi7,Wifi8,DroneHeading,Battery,Voltage,Current,Date,Method,VelocitySolid
8675,151.226747257664,-33.9311347816658,9.39999961853027,0.0,0.0,0.0,-94,-102,-100,-101,-98,-98,-102,-108,98.9,67,15163,-10139,"2016-11-16 15:00:26.807","speed 4 -2",4
8676,151.22674733776,-33.9311347219798,9.39999961853027,0.0,0.0,0.0,-94,-102,-100,-101,-98,-98,-102,-108,98.9,67,15163,-10139,"2016-11-16 15:00:26.885","speed 4 -2",4
8677,151.226747420812,-33.9311347164307,9.39999961853027,0.0,0.0,0.0,-94,-102,-100,-101,-98,-98,-102,-108,99.0,67,15186,-9580,"2016-11-16 15:00:26.986","speed 4 -2",4
8678,151.226747464727,-33.9311346779725,9.39999961853027,0.0,0.0,0.0,-94,-102,-100,-101,-98,-98,-102,-108,99.1,67,15186,-9580,"2016-11-16 15:00:27.087","speed 4 -2",4
8679,151.226747716745,-33.931134542041,9.30000019073486,0.0,0.0,0.0,-94,-102,-100,-101,-98,-98,-102,-108,99.1,67,15186,-9580,"2016-11-16 15:00:27.187","speed 4 -2",4
8680,151.226747777581,-33.9311345075022,9.39999961853027,0.100000001490116,0.100000001490116,0.0,-94,-102,-100,-101,-98,-98,-102,-108,99.2,67,15186,-9580,"2016-11-16 15:00:27.287","speed 4 -2",4
8681,151.226748062277,-33.9311344116983,9.39999961853027,0.100000001490116,0.100000001490116,0.0,-94,-102,-100,-101,-98,-98,-102,-108,99.1,67,15186,-9580,"2016-11-16 15:00:27.387","speed 4 -2",4
8682,151.226748236583,-33.9311343037155,9.39999961853027,0.100000001490116,0.100000001490116,0.0,-101,-102,-102,-101,-101,-98,-102,-108,99.2,67,15186,-9580,"2016-11-16 15:00:27.488","speed 4 -2",4
8683,151.226748407579,-33.9311341455524,9.5,0.100000001490116,0.100000001490116,0.0,-101,-102,-102,-101,-101,-98,-102,-108,99.3,67,15186,-9580,"2016-11-16 15:00:27.588","speed 4 -2",4
8684,151.226748654941,-33.9311339838243,9.5,0.100000001490116,0.100000001490116,0.0,-101,-102,-102,-101,-101,-98,-102,-108,99.2,67,15186,-9580,"2016-11-16 15:00:27.689","speed 4 -2",4
